id	logFC	AveExpr	t	P.Value	adj.P.Val	B
CNGA1	-1.32683652237869	5.30441285024155	-18.6942071549592	4.92975757670603e-57	5.52506830200343e-55	119.078240630348
NPY	-1.11471563120468	6.14958918599034	-18.6896671139893	5.16299837099354e-57	5.74684154294631e-55	119.032250462009
APOL1	1.67057996123815	9.03875692995169	18.63253745224	9.23633754796456e-57	1.02108654076171e-54	118.453612070714
C1orf115	-1.11610606894869	8.4529233115942	-18.6219235869851	1.02901506975153e-56	1.12990026341433e-54	118.346125911015
TRPV1	-0.507694204475741	7.00216236956522	-18.6187979039144	1.06228090029123e-56	1.15859912151898e-54	118.314473252928
PDXP	-0.765115592721692	8.32752824154589	-18.596254029666	1.33626545105961e-56	1.44770998967798e-54	118.08619321546
NAAA	-1.12733251038762	8.45768543961353	-18.5812410985654	1.55686316256556e-56	1.67553531489092e-54	117.934185131681
RPS6KA6	-1.33041615267707	6.13407605072464	-18.5802168567893	1.57317653540908e-56	1.68195341295611e-54	117.92381492934
AQP8	-4.04511788615449	7.97162090096618	-18.5745675620271	1.66627327788946e-56	1.76984359731906e-54	117.866618080507
HSD3B1	-0.901351788134416	5.08758747584541	-18.5579654778047	1.97296935076119e-56	2.08199512462468e-54	117.698537542161
MIER3	-1.30160919032348	8.67859997584541	-18.5535509864732	2.06361907651318e-56	2.16360474918811e-54	117.653847209517
TNIP3	3.483610398773	7.87712832608696	18.541568448844	2.33121609324472e-56	2.42849953405897e-54	117.532546173162
EPB41L5	-0.7193926760318	7.18943992512077	-18.5387069595779	2.40008997243951e-56	2.48432242943404e-54	117.503579929061
SLC16A1	-1.42830538880368	8.21823238164251	-18.5337466690474	2.52433363867676e-56	2.59638898494532e-54	117.453368925659
CNN2	0.786129331288349	9.58796537681159	18.4877029683004	4.03260785874746e-56	4.12162957940283e-54	116.987345883395
SSR4	0.531028083519233	10.0585499806763	18.483342527306	4.2155064458677e-56	4.28163720323725e-54	116.943218013751
