id	GSM2869369_con	GSM2869370_con	GSM2869371_con	GSM2869372_con	GSM2869373_con	GSM2869374_con	GSM2869375_con	GSM2869376_con	GSM2869377_con	GSM2869378_con	GSM2869379_con	GSM2869380_con	GSM2869381_con	GSM2869382_con	GSM2869383_con	GSM2869384_con	GSM2869385_con	GSM2869386_con	GSM2869387_con	GSM2869388_con	GSM2869389_con	GSM2869390_con	GSM2869432_con	GSM2869433_con	GSM2869434_con	GSM2869435_con	GSM2869436_con	GSM2869437_con	GSM2869438_con	GSM2869439_con	GSM2869440_con	GSM2869441_con	GSM2869442_con	GSM2869443_con	GSM2869444_con	GSM2869445_con	GSM2869446_con	GSM2869447_con	GSM2869448_con	GSM2869449_con	GSM2869450_con	GSM2869451_con	GSM2869452_con	GSM2869453_con	GSM1900150_con	GSM1900151_con	GSM1900152_con	GSM1900153_con	GSM1900159_con	GSM1900211_con	GSM1900221_con	GSM1900222_con	GSM1900223_con	GSM1900224_con	GSM1900225_con	GSM1900226_con	GSM1426079_con	GSM1426080_con	GSM1426081_con	GSM1426082_con	GSM1426083_con	GSM1426084_con	GSM1426085_con	GSM1426086_con	GSM1426087_con	GSM1426088_con	GSM1426089_con	GSM2332098_con	GSM2332099_con	GSM2332100_con	GSM2332101_con	GSM2332102_con	GSM2332103_con	GSM2332104_con	GSM2332105_con	GSM2332106_con	GSM2332107_con	GSM2332108_con	GSM2332109_con	GSM2332110_con	GSM2332111_con	GSM2332112_con	GSM2332113_con	GSM2332114_con	GSM2332115_con	GSM2332116_con	GSM2332117_con	GSM2332118_con	GSM2869335_treat	GSM2869336_treat	GSM2869337_treat	GSM2869338_treat	GSM2869339_treat	GSM2869340_treat	GSM2869341_treat	GSM2869342_treat	GSM2869343_treat	GSM2869344_treat	GSM2869345_treat	GSM2869346_treat	GSM2869347_treat	GSM2869348_treat	GSM2869349_treat	GSM2869350_treat	GSM2869351_treat	GSM2869352_treat	GSM2869353_treat	GSM2869354_treat	GSM2869355_treat	GSM2869356_treat	GSM2869357_treat	GSM2869358_treat	GSM2869359_treat	GSM2869360_treat	GSM2869361_treat	GSM2869362_treat	GSM2869363_treat	GSM2869364_treat	GSM2869365_treat	GSM2869366_treat	GSM2869367_treat	GSM2869368_treat	GSM2869391_treat	GSM2869392_treat	GSM2869393_treat	GSM2869394_treat	GSM2869395_treat	GSM2869396_treat	GSM2869397_treat	GSM2869398_treat	GSM2869399_treat	GSM2869400_treat	GSM2869401_treat	GSM2869402_treat	GSM2869403_treat	GSM2869404_treat	GSM2869405_treat	GSM2869406_treat	GSM2869407_treat	GSM2869408_treat	GSM2869409_treat	GSM2869410_treat	GSM2869411_treat	GSM2869412_treat	GSM2869413_treat	GSM2869414_treat	GSM2869415_treat	GSM2869416_treat	GSM2869417_treat	GSM2869418_treat	GSM2869419_treat	GSM2869420_treat	GSM2869421_treat	GSM2869422_treat	GSM2869423_treat	GSM2869424_treat	GSM2869425_treat	GSM2869426_treat	GSM2869427_treat	GSM2869428_treat	GSM2869429_treat	GSM2869430_treat	GSM2869431_treat	GSM1900148_treat	GSM1900154_treat	GSM1900155_treat	GSM1900158_treat	GSM1900172_treat	GSM1900175_treat	GSM1900176_treat	GSM1900180_treat	GSM1900181_treat	GSM1900184_treat	GSM1900185_treat	GSM1900186_treat	GSM1900192_treat	GSM1900195_treat	GSM1900202_treat	GSM1900204_treat	GSM1900206_treat	GSM1900208_treat	GSM1900210_treat	GSM1900213_treat	GSM1900214_treat	GSM1900215_treat	GSM1900217_treat	GSM1900227_treat	GSM1900230_treat	GSM1900233_treat	GSM1900236_treat	GSM1900239_treat	GSM1900241_treat	GSM1900244_treat	GSM1900246_treat	GSM1900248_treat	GSM1900251_treat	GSM1900254_treat	GSM1900257_treat	GSM1900260_treat	GSM1900263_treat	GSM1900265_treat	GSM1900268_treat	GSM1900271_treat	GSM1900274_treat	GSM1900277_treat	GSM1900280_treat	GSM1900283_treat	GSM1900285_treat	GSM1900288_treat	GSM1900291_treat	GSM1900294_treat	GSM1900297_treat	GSM1900299_treat	GSM1900302_treat	GSM1900305_treat	GSM1900307_treat	GSM1900310_treat	GSM1900313_treat	GSM1900314_treat	GSM1900315_treat	GSM1900316_treat	GSM1900317_treat	GSM1900318_treat	GSM1900319_treat	GSM1900320_treat	GSM1900321_treat	GSM1900322_treat	GSM1900323_treat	GSM1900324_treat	GSM1900325_treat	GSM1426090_treat	GSM1426091_treat	GSM1426092_treat	GSM1426093_treat	GSM1426094_treat	GSM1426095_treat	GSM1426096_treat	GSM1426097_treat	GSM1426098_treat	GSM1426099_treat	GSM1426100_treat	GSM1426101_treat	GSM1426102_treat	GSM1426103_treat	GSM1426104_treat	GSM1426105_treat	GSM1426106_treat	GSM1426107_treat	GSM1426108_treat	GSM1426109_treat	GSM1426110_treat	GSM1426111_treat	GSM1426112_treat	GSM1426113_treat	GSM1426114_treat	GSM1426115_treat	GSM1426116_treat	GSM1426117_treat	GSM1426118_treat	GSM1426119_treat	GSM1426120_treat	GSM1426121_treat	GSM1426122_treat	GSM1426123_treat	GSM1426124_treat	GSM1426125_treat	GSM1426126_treat	GSM1426127_treat	GSM1426128_treat	GSM1426129_treat	GSM1426130_treat	GSM1426131_treat	GSM1426132_treat	GSM1426133_treat	GSM1426134_treat	GSM1426135_treat	GSM1426136_treat	GSM1426137_treat	GSM1426138_treat	GSM1426139_treat	GSM1426140_treat	GSM1426141_treat	GSM1426142_treat	GSM1426143_treat	GSM1426144_treat	GSM1426145_treat	GSM1426146_treat	GSM1426147_treat	GSM1426148_treat	GSM1426149_treat	GSM1426150_treat	GSM1426151_treat	GSM1426152_treat	GSM1426153_treat	GSM1426154_treat	GSM1426155_treat	GSM1426156_treat	GSM1426157_treat	GSM1426158_treat	GSM1426159_treat	GSM1426160_treat	GSM1426161_treat	GSM1426162_treat	GSM1426163_treat	GSM1426164_treat	GSM1426165_treat	GSM1426166_treat	GSM1426167_treat	GSM1426168_treat	GSM1426169_treat	GSM1426170_treat	GSM1426171_treat	GSM1426172_treat	GSM1426173_treat	GSM1426174_treat	GSM1426175_treat	GSM1426176_treat	GSM1426177_treat	GSM1426178_treat	GSM1426179_treat	GSM1426180_treat	GSM1426181_treat	GSM1426182_treat	GSM1426183_treat	GSM1426184_treat	GSM1426185_treat	GSM1426186_treat	GSM2332119_treat	GSM2332120_treat	GSM2332121_treat	GSM2332122_treat	GSM2332123_treat	GSM2332124_treat	GSM2332125_treat	GSM2332126_treat	GSM2332127_treat	GSM2332128_treat	GSM2332129_treat	GSM2332130_treat	GSM2332131_treat	GSM2332132_treat	GSM2332133_treat	GSM2332134_treat	GSM2332135_treat	GSM2332136_treat	GSM2332137_treat	GSM2332138_treat	GSM2332139_treat	GSM2332140_treat	GSM2332141_treat	GSM2332142_treat	GSM2332143_treat	GSM2332144_treat	GSM2332145_treat	GSM2332146_treat	GSM2332147_treat	GSM2332148_treat	GSM2332149_treat	GSM2332150_treat	GSM2332151_treat	GSM2332152_treat	GSM2332153_treat	GSM2332154_treat	GSM2332155_treat	GSM2332156_treat	GSM2332157_treat	GSM2332158_treat	GSM2332159_treat	GSM2332160_treat	GSM2332161_treat	GSM2332162_treat	GSM2332163_treat	GSM2332164_treat	GSM2332165_treat	GSM2332166_treat	GSM2332167_treat	GSM2332168_treat	GSM2332169_treat	GSM2332170_treat	GSM2332171_treat	GSM2332172_treat	GSM2332173_treat	GSM2332174_treat	GSM2332175_treat	GSM2332176_treat	GSM2332177_treat	GSM2332178_treat	GSM2332179_treat	GSM2332180_treat	GSM2332181_treat	GSM2332182_treat	GSM2332183_treat	GSM2332184_treat	GSM2332185_treat	GSM2332186_treat	GSM2332187_treat	GSM2332188_treat	GSM2332189_treat	GSM2332190_treat	GSM2332191_treat	GSM2332192_treat	GSM2332193_treat	GSM2332194_treat	GSM2332195_treat	GSM2332196_treat	GSM2332197_treat	GSM2332198_treat	GSM2332199_treat	GSM2332200_treat	GSM2332201_treat	GSM2332202_treat	GSM2332203_treat	GSM2332204_treat	GSM2332205_treat
DUOX2	7.140937	8.059722	8.19619	10.099888	8.971328	7.76474	5.750233	7.858628	12.106275	7.960759	6.134314	5.68388	7.748292	6.64043	12.500716	5.950388	9.59992	8.628033	6.925066	7.668945	7.265871	8.58379	7.804337	6.13781	11.255509	6.514743	7.325855	11.077497	5.669314	10.371943	10.780778	6.35223	6.366952	6.493593	10.375121	11.227502	7.216673	6.111901	10.911789	6.966373	7.803897	11.1492	6.553339	6.771865	9.876756	8.261169	5.818463	6.209271	8.88919	5.784903	4.611167	7.986438	5.905426	3.83647	7.521387	6.805632	10.67211	9.125955	6.736274	7.136057	9.704571	6.74655	8.85109	6.81749	4.774127	8.395406	7.72662	5.122016	5.267174	10.311342	5.825661	7.0189	5.615952	5.170009	7.847535	7.531459	6.304827	10.811352	6.052874	6.475918	9.611681	7.538648	4.725657	6.462067	4.965274	8.062496	6.64255	7.228054	12.851179	12.50046	11.382874	12.205403	12.043435	12.738994	12.578447	10.400301	12.192068	12.084853	11.71427	12.550837	11.868283	11.781925	12.492593	11.887781	10.758105	12.611429	12.366006	12.381667	11.553714	12.54907	12.464149	10.769222	12.318397	12.152354	12.512961	10.931565	10.412291	12.331993	12.682806	12.557406	12.25831	12.520674	12.802289	11.417671	12.834623	12.694707	12.752969	12.289982	12.639837	13.037682	11.973528	11.703276	12.263847	12.48603	12.327522	11.681085	12.050383	12.996161	11.910787	11.795647	12.361348	11.574275	12.042675	12.011402	12.356829	12.064232	12.703534	12.038478	12.474208	12.673551	12.465931	12.548182	12.71571	12.841645	12.334586	12.623894	12.281534	12.650552	12.204241	12.855438	12.802961	12.604337	11.988684	11.097882	11.778365	12.183826	12.322793	12.241596	11.246348	11.329959	12.128963	12.395974	12.306735	12.142005	12.552063	12.053944	11.494684	12.157547	12.554376	12.106417	11.991741	12.271741	11.969597	12.278939	11.847645	12.199056	12.111795	11.582298	10.342191	12.181164	12.268953	11.881391	12.025024	12.456833	11.026258	11.310012	11.857687	12.171724	11.848824	12.382579	12.778641	12.355447	12.18789	10.589689	11.459634	12.136981	8.563392	11.733766	11.830591	12.555275	11.329501	11.835241	11.290418	11.977814	10.424527	12.118161	12.061168	11.671923	11.738569	12.153657	11.245095	12.119029	12.037035	6.032834	4.920042	11.061277	11.433104	12.433149	11.708989	12.205835	12.818986	12.987297	12.580701	13.097413	7.994493	11.791895	12.438112	12.805759	13.125405	11.940923	12.012936	12.286376	12.995117	12.901863	12.768788	12.171079	12.791886	12.742775	12.635869	12.893219	12.499243	12.819169	11.742348	12.503001	12.187664	11.895029	12.033568	12.466097	11.764195	12.074077	12.309581	12.701802	12.776068	13.342597	12.297124	12.741469	11.132029	12.882764	12.521544	12.657659	13.055039	11.745011	11.996771	12.506648	12.791432	12.49322	12.981439	13.343954	12.811482	11.336441	12.141077	12.764319	12.385885	12.478859	13.148025	12.024223	12.482514	11.989203	11.194847	12.752566	12.700958	12.337905	12.392866	12.759167	11.934668	12.730768	12.66316	6.922339	5.916293	11.771956	12.117275	13.032114	12.363694	12.821575	7.284639	10.471306	12.203765	8.750203	7.678278	9.516856	9.610415	11.376265	11.921418	8.237945	8.678749	5.945831	5.948026	8.912608	9.537582	10.666074	6.264124	6.321202	7.440216	7.397405	7.953685	9.661115	11.521605	11.5724	12.217083	12.284028	12.004647	11.927013	11.749976	9.258714	12.102684	10.986381	11.376912	10.805712	12.267574	11.692219	8.929829	11.982949	12.826329	12.153885	11.330587	11.977014	12.292901	11.536152	11.359263	11.961061	12.352864	12.132501	9.943592	11.698731	7.512549	12.61527	12.002607	7.887493	12.189977	11.365614	12.007799	12.665639	12.291515	12.40485	11.906132	11.975808	11.243006	11.948167	12.386109	11.463332	11.229819	11.650622	11.030082	11.796823	11.573332	12.233824	11.734168	12.15694	11.996488	11.45391	10.957392	9.817	11.341424	11.557493	12.06591	12.08592	9.782152	11.742165	11.689056	10.975969	12.033291	10.655071	12.277095	12.42008	12.104907	12.070913	12.326999	10.435715	11.682729	11.753509	11.740399	11.701801	12.401158	11.758808	11.858227	11.695289	11.914392	11.900006	12.720398	11.415373	11.796545	12.789193	11.738539	12.509289
CD55	9.193632	9.055668	9.185524	9.757151	9.484698	9.172577	9.359345	9.343275	11.145778	9.452175	9.166727	9.597293	9.449022	9.382824	11.355403	9.417186	9.530419	9.441893	9.42592	9.327045	9.174078	9.128964	8.930615	9.522805	10.462712	9.481226	9.60972	11.213675	9.222931	10.992744	10.931656	9.41201	9.502491	9.593172	10.846066	10.62388	8.842268	9.621804	10.212099	9.55131	9.792871	10.663758	9.727601	9.671256	8.429534	8.281776	9.879524	8.717984	9.153478	8.602249	8.384674	8.235184	8.278781	8.394034	8.83629	8.230581	9.029808	8.849269	10.364387	9.184247	9.613257	9.196908	8.774828	8.817554	8.935059	9.377864	8.767545	10.555626	9.452027	9.428034	8.630443	9.466128	9.060944	9.576449	9.253149	8.73515	9.352668	10.565581	8.459017	9.564566	8.731544	9.562729	8.657856	9.11109	8.501688	9.429222	9.953832	9.400733	11.695506	10.925755	10.878615	11.900483	11.134068	11.180687	11.549631	10.555264	10.498482	10.406835	10.286033	11.66282	10.394115	11.007054	11.701434	11.426629	11.488293	11.795798	11.572026	11.334278	11.310836	11.388197	11.501578	10.492071	10.778149	10.830522	11.208027	10.446193	10.985227	11.559057	11.539717	11.216302	11.538654	11.202055	11.986739	10.265173	11.642716	10.980892	11.677754	11.583411	11.519555	12.211629	11.638491	11.396412	11.936681	11.888911	11.412562	11.220374	10.838948	12.416965	11.507481	10.504644	11.556306	11.002918	11.35996	11.399932	11.224516	11.412474	12.186529	10.961056	11.77538	11.735913	11.169959	11.577032	12.109815	11.584365	11.873278	11.11311	11.256445	11.663984	10.347692	11.901285	11.716371	11.468846	11.665973	10.452056	11.525253	10.694681	11.646117	11.526651	11.712212	11.542126	11.246599	11.451107	11.788638	11.740912	11.963952	11.002801	11.434036	11.228948	11.717885	11.584326	11.777041	11.432633	11.011151	11.552197	10.996068	11.544783	11.088359	10.349907	11.144061	10.398875	11.896566	11.165501	11.676337	10.988424	11.21034	10.450082	11.109194	11.684078	11.048701	11.57614	11.802633	11.651353	11.224993	11.147494	11.37661	11.465199	11.23328	10.952468	9.981591	11.615937	11.034062	11.194157	11.056901	10.56595	10.284691	11.170857	11.294037	10.375431	10.872018	11.043533	10.962119	11.096192	11.212839	10.281713	10.765908	11.491044	11.587977	11.776047	11.214486	11.112541	11.74567	11.085679	10.56577	11.622772	10.827589	10.937146	11.857564	11.170323	12.034952	11.950536	11.815098	11.797597	11.750829	12.036692	11.969263	11.72143	11.576238	11.82597	11.998593	11.794152	11.356954	11.824001	10.953228	11.265887	11.556265	11.525539	11.246609	11.499461	11.372654	11.27158	10.94468	11.635548	11.457708	12.095935	11.442296	11.496458	11.492143	12.076837	11.581295	11.918077	11.37029	11.583036	10.770965	11.493455	11.96254	11.452327	11.866877	12.082196	11.619528	11.555214	11.760516	11.777505	11.282488	10.3552	11.965463	11.40514	11.538046	11.487644	10.722304	11.610437	11.649982	10.782233	11.322824	11.402742	11.375193	11.465428	11.511003	10.767309	11.171104	11.801249	11.837261	12.003769	11.579022	11.477067	10.875888	8.758969	11.807216	9.77733	10.402566	11.073832	10.639911	10.429382	11.421639	10.531604	10.549601	8.350869	8.832024	9.636815	10.296918	9.106535	8.66487	8.765179	9.115184	8.981256	10.489279	9.468451	10.080751	10.082874	11.572731	11.341425	11.44141	11.153901	11.21626	9.440002	11.078796	10.399608	11.464217	9.944905	11.655703	11.656221	8.991495	11.625304	11.868617	11.611841	11.70434	11.368072	11.23127	11.140872	10.252674	11.115475	11.533716	11.221206	10.652747	11.195373	9.648676	11.878624	11.622082	8.977314	10.755789	10.245226	11.196646	11.57489	11.334986	11.447495	10.208614	11.81449	11.195865	11.130564	11.371132	11.139164	11.21357	11.122571	11.327419	11.366369	10.819339	10.966994	11.912992	11.125988	10.939619	11.25842	10.823847	9.633758	11.33487	10.993227	10.864696	11.231039	11.150774	11.398922	10.974801	10.325478	11.657227	10.693901	11.203821	11.860416	11.230027	11.547971	11.436104	11.339924	11.437517	10.452667	10.768102	11.57204	11.60577	11.311042	11.533371	10.275778	11.396672	11.150542	11.648917	11.337873	11.25628	11.63517	10.317744	11.58387
PHLPP2	9.580906	9.209727	9.393462	8.354908	9.644792	9.628278	9.906219	9.626427	8.479095	9.666039	9.844606	9.937752	9.487609	9.66684	8.101544	9.785392	8.758578	9.757116	9.859872	9.200841	9.218845	9.511627	9.029354	9.491828	8.150019	9.501473	9.645304	8.415466	9.303777	8.711435	8.691907	9.506272	9.482579	9.644484	8.715666	8.893792	9.209954	9.545048	8.36882	9.551026	9.79331	7.863499	9.683897	9.305867	9.981884	9.887034	10.717027	10.429141	10.577205	10.329214	10.539841	10.097796	10.692193	10.867991	10.546503	10.538683	9.129713	9.020635	9.637682	9.416642	9.535627	9.3371	9.175056	9.612332	9.76096	9.522157	9.52701	10.005655	9.363939	10.0408	9.799569	9.245229	10.097545	10.113477	9.721948	9.437494	10.335518	8.918775	10.389583	9.104634	9.579956	8.809151	9.767112	9.223576	10.176728	9.468515	10.570525	9.249345	8.095869	8.305492	7.594682	7.098901	8.525279	8.300483	8.981121	6.631091	7.938672	8.722595	8.94941	7.819908	8.648313	7.639685	8.540716	8.277646	7.450597	7.633958	7.799456	8.226177	9.017094	8.143331	7.29436	7.554868	7.823391	7.990267	8.262811	7.775922	7.12861	7.483259	8.030532	8.461851	7.719775	7.772276	7.647536	8.410578	7.573971	7.628291	7.170437	6.510606	6.076516	7.804879	7.089186	7.592497	6.755278	7.083352	7.892025	7.509417	7.906713	7.748682	7.840914	8.231792	7.633793	7.361835	7.044764	7.046498	7.226703	7.707165	8.218303	6.959783	7.090541	8.082099	7.429155	6.990243	8.047517	6.651216	7.561814	6.736302	6.751283	6.818314	7.71579	8.053094	7.722169	7.124371	7.010706	7.49826	7.960375	8.25037	8.237578	8.912182	7.26582	7.2933	8.458453	7.377827	7.746438	7.708558	8.644484	8.25355	7.458384	6.981769	8.326054	7.289799	8.451081	7.899712	7.657297	7.107265	8.735534	8.446704	8.396228	8.538986	7.067409	9.381817	7.697303	8.276191	6.910338	7.998922	6.912131	7.489348	8.570371	7.015484	7.835165	7.948717	8.937921	8.800932	8.097844	7.161493	7.334676	7.476173	7.152952	7.382618	9.239096	8.117437	7.244205	7.066872	7.826828	7.441033	9.713392	8.522359	7.776903	8.616264	8.201037	6.856304	8.467681	8.092636	8.669317	9.274504	6.602234	7.104222	6.927755	7.560001	7.163766	9.097811	7.551493	7.993868	7.903946	8.000436	6.388456	7.170062	7.490375	7.751076	6.807224	6.932862	7.005967	6.837968	7.102068	7.309319	7.336022	7.128889	6.74301	6.950244	7.888075	6.816737	8.136337	7.871508	8.33663	7.026928	7.121599	6.873433	6.994007	7.903676	7.631212	7.52961	7.414929	7.443523	7.644763	7.902547	7.555695	7.856273	6.766225	7.307396	7.794223	6.648848	7.509929	6.674499	7.112376	8.011631	6.708688	7.436715	7.495479	8.293117	7.603943	6.908137	7.042473	7.111283	7.072611	8.529807	7.660196	6.94446	6.804184	7.400085	8.891637	7.979844	7.360566	8.068849	7.719682	6.623081	7.911103	7.634353	8.068327	8.566632	6.442247	6.779839	6.668744	7.183517	6.876039	8.402633	8.599296	8.632407	8.219887	8.512199	8.420018	8.325532	8.25148	8.0154	7.972097	8.086096	7.97717	8.969697	8.633389	8.325111	7.797769	8.123444	8.919571	9.447166	8.138756	8.762658	8.037556	8.967468	8.005154	8.400636	7.647298	8.507857	7.722949	6.214603	8.151922	9.225902	9.082266	8.016335	7.535406	8.929153	8.190083	8.918	9.255967	7.520205	8.637686	7.375238	9.106363	8.28042	8.371953	7.96971	8.156036	7.938648	6.914589	7.183731	7.075796	7.970784	7.925531	8.014546	7.46608	9.305896	8.070116	8.53022	7.524914	8.586457	7.301089	7.293877	7.882903	7.976388	7.123773	7.719431	7.898702	7.303234	7.367787	7.378755	7.131282	7.678535	7.694631	8.86593	8.037263	8.29002	7.116323	6.888129	8.277677	9.207172	7.503157	8.133139	9.026674	7.992605	8.120558	7.423937	8.823405	7.478896	7.190227	7.664347	7.549653	7.356343	7.710608	8.661362	7.920761	6.852314	7.858459	9.049638	9.215344	6.741357	7.750551	6.828537	7.380722	8.599875	7.273075	7.328745	7.479253	7.118945	7.560085	8.183941	7.221459	8.725534
C2	6.834127	6.062486	6.974205	7.201359	6.99921	6.944505	7.081205	6.586503	8.229238	6.335078	6.877306	6.878627	6.629911	7.240416	8.324035	7.258512	7.364498	6.833992	6.61369	7.317882	6.54169	6.619784	6.583677	7.257583	8.110908	6.795259	6.676688	7.631326	7.194272	7.181021	7.190341	6.808639	7.045657	7.416778	7.15681	7.747746	6.889784	7.194073	8.233754	6.841651	6.87218	8.053905	6.923308	6.872119	5.122274	6.300586	5.724706	5.546361	6.258302	5.725543	6.393287	6.356278	5.842929	6.681177	6.246852	6.330379	5.317603	6.357534	5.809669	5.690084	6.339992	5.85895	6.440489	5.955916	6.676806	6.28924	6.372798	6.289466	7.270522	7.492899	6.842013	6.123792	7.009699	7.048506	6.519877	7.064298	6.669817	7.311261	6.475319	7.472898	6.703363	7.057049	6.647447	6.769962	6.707214	6.946907	6.351169	6.490953	8.656363	8.628466	8.06172	9.368291	8.593126	8.733186	8.180498	8.239698	8.800054	7.922917	7.757434	8.675776	8.038217	8.168688	8.498355	8.377292	8.324493	8.858569	8.817368	8.553634	9.004055	8.707153	9.031525	7.968323	8.614324	8.130707	8.432062	8.225961	8.120768	8.361423	8.662999	8.563424	9.03465	8.457411	9.330666	7.876758	9.165655	8.026422	8.577351	8.800103	8.827697	8.30516	8.192663	8.174316	8.876716	8.58289	8.513483	8.966383	7.794652	9.205654	8.93293	7.813866	8.900214	8.910991	8.975589	9.3355	8.571076	8.285378	8.427717	8.903069	9.12046	8.881975	8.396108	8.767141	9.263314	9.224113	9.242586	8.56859	8.838524	8.957555	8.197142	8.860432	8.939883	9.313458	9.036801	8.648568	8.73423	8.365605	9.117192	9.364461	8.169027	8.409673	8.680535	8.732725	8.346595	8.914688	8.606297	8.369252	8.840878	8.899039	8.059263	8.536218	8.557851	8.567594	8.876886	9.263452	8.32616	8.234566	8.221997	7.748844	8.182525	8.331555	8.385448	8.18665	8.742367	8.438402	8.454921	8.606255	8.596728	9.266075	8.399358	8.600159	7.995227	8.380977	8.972911	8.476524	7.985068	8.490904	8.486894	8.596755	8.060196	8.034339	9.165569	8.280073	8.531954	8.280599	7.983946	8.236498	8.510775	8.58002	8.938105	9.227598	8.841153	7.840622	8.272343	7.854399	8.428746	7.670384	8.595528	8.74929	8.450941	8.143012	8.349689	7.356481	7.454356	8.340641	8.529394	8.363681	8.437137	8.128241	8.404133	7.950862	8.165293	7.703028	8.423666	8.112195	8.578699	8.523863	8.582515	8.256	8.27153	8.877883	8.08998	8.007207	7.866017	8.240643	8.399835	7.951982	8.701629	8.16017	8.080674	8.448111	8.313457	8.44964	8.044358	8.013611	8.613072	7.99957	7.979295	8.1536	7.971137	8.452043	8.187198	8.204501	8.321621	8.311155	8.869543	8.148583	8.316145	7.797563	8.616889	8.220987	7.81791	8.242114	8.318878	7.868844	7.854872	8.786449	8.068859	8.267102	7.802296	8.029855	8.244098	8.30752	8.601136	8.846593	8.529128	7.694796	8.048533	7.696756	8.173691	7.54743	8.328428	8.447	8.186769	7.952588	6.656946	6.292273	8.841961	7.743281	6.313767	6.844961	7.199034	7.031244	7.787821	7.234541	7.59934	6.250642	6.879354	6.832788	6.884117	7.454559	6.666473	6.7699	6.278089	6.472182	6.838096	7.019399	7.350358	8.007397	8.579607	8.250208	8.510611	8.150827	7.971443	7.135047	7.99173	7.328974	8.020623	7.235151	8.075416	8.54035	6.930836	8.729557	8.431972	8.603229	7.438668	8.962322	8.466937	8.725866	8.50854	7.783464	8.728349	8.625857	9.436483	7.766688	7.194419	9.298127	8.697291	7.190458	8.480422	7.112488	9.10508	8.918662	8.818476	9.045837	8.534869	9.389442	8.925532	9.349706	8.417366	8.441778	9.429751	8.112245	8.743046	8.437442	8.417899	8.244892	8.478553	8.368244	8.399631	8.570642	7.879897	7.642998	8.534735	7.365595	8.481624	8.923107	8.879009	8.100186	8.197007	8.546701	8.135709	8.127356	8.058799	8.596803	8.438909	8.292027	7.342654	8.805035	7.869414	7.907929	8.877124	8.792066	8.579673	8.629942	7.878512	8.713992	8.52892	9.000218	8.81068	8.548039	8.138162	8.679859	8.271878	7.884381
