ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0031960	response to corticosteroid	21/632	157/18805	0.133757961783439	3.97993429009111	6.99214990685061	7.11305403372665e-08	2.51759003375537e-06	1.82080569762859e-06	ANXA1/PCK2/HMGCS2/UGT1A1/IL1RN/PCK1/IGFBP7/ADM/CLDN1/PCSK1/PTPRC/STC1/PTGDS/ALPL/AREG/PTGS2/FOS/HSD11B2/IL6/INHBA/FOSB	21
BP	GO:0042100	B cell proliferation	16/632	93/18805	0.172043010752688	5.11909622975364	7.42597794393942	7.55394356637377e-08	2.65353566481942e-06	1.91912614547367e-06	LYN/CTLA4/GPR183/CD38/PTPRC/CD79A/IL7R/MNDA/CD180/BCL6/BTK/FCGR2B/FCRL3/MS4A1/CD22/CR2	16
BP	GO:0070372	regulation of ERK1 and ERK2 cascade	30/632	296/18805	0.101351351351351	3.0156838008895	6.5184919048663	8.08168235689326e-08	2.81773283368697e-06	2.03787905464473e-06	GCNT2/CD44/FGFR2/CHI3L1/RPS6KA6/DUSP4/LYN/IL1B/SLC30A10/P2RY1/ICAM1/GPR183/PLA2G2A/SEMA6A/GBP1/PTPRC/IL1A/SLAMF1/KDR/PDGFRB/CXCL17/PTPRR/CCL3/FPR2/FN1/S100A7/CCR7/CCL19/INHBA/CCL21	30
BP	GO:0051250	negative regulation of lymphocyte activation	22/632	173/18805	0.127167630057803	3.78384063803322	6.85974593830608	8.72553258349609e-08	3.01968060963657e-06	2.18393447119084e-06	ANXA1/IDO1/ZC3H12A/LYN/CTLA4/LAX1/PLA2G2A/LILRB2/FGR/LILRB1/SAMSN1/CD86/MNDA/IL2RA/LAPTM5/CR1/CD274/BCL6/BTK/FCGR2B/BANK1/INHBA	22
BP	GO:0043434	response to peptide hormone	41/632	494/18805	0.0829959514170041	2.46952352277969	6.17240383613133	1.0466818097165e-07	3.58907642885127e-06	2.59574065803276e-06	TIMP1/PDK2/FGFR2/ENPP1/PCK2/HMGCS2/CTSK/STAT1/LYN/PCK1/IL1B/SLC30A10/RAB31/SOCS3/PPARG/OTC/ACVR1C/ADM/PCSK1/IGFBP5/FBN1/COL1A1/NR1H4/TFF1/KDR/EDNRA/REG1A/PDGFRB/REG3A/CAV1/ALPL/COL3A1/AREG/PTGS2/EGR1/NR4A2/FOS/REG1B/HSD11B2/CA2/INHBA	41
BP	GO:0019722	calcium-mediated signaling	26/632	235/18805	0.11063829787234	3.29201454349583	6.59349521575829	1.0524474973301e-07	3.58907642885127e-06	2.59574065803276e-06	PDK2/GNA15/CHP2/DEFB1/PLEK/FCGR3A/GBP1/PTPRC/PLCE1/PDGFRB/CXCR2/CCR6/CXCR4/CCL4/MCOLN2/CCL20/LRRK2/BTK/CCL3/SELE/P2RX5/CXCR1/FPR2/CCR7/CD22/NMUR2	26
BP	GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	13/632	62/18805	0.209677419354839	6.23889853001225	7.70524808354768	1.12730384665064e-07	3.8164953417042e-06	2.76021765655878e-06	ZC3H12A/C4BPB/IL33/C4BPA/LILRB1/PTPRC/SLAMF1/IL7R/CR1/CD274/BCL6/FCGR2B/CR2	13
BP	GO:0015908	fatty acid transport	18/632	121/18805	0.148760330578512	4.42632597552045	7.05109850164272	1.19156667596945e-07	4.00503561879803e-06	2.89657631947136e-06	PLA2G12B/SLC25A20/CPT1A/ANXA1/CROT/LYN/IL1B/CYP4F2/NOS2/PPARG/PLA2G2A/RBP2/IL1A/ACSL4/PTGS2/FABP1/FABP2/NMUR2	18
BP	GO:0050766	positive regulation of phagocytosis	14/632	73/18805	0.191780821917808	5.70638980405757	7.51324579787544	1.20441449986557e-07	4.01930324526567e-06	2.90689514629209e-06	C2/RAB31/C3/CCL2/C4B/PTPRC/BTK/IFNG/FCGR1A/FCGR2B/FPR2/FCER1G/FCGR2A/STAP1	14
BP	GO:0050878	regulation of body fluid levels	35/632	388/18805	0.0902061855670103	2.68406221453739	6.2507898390139	1.25241553359313e-07	4.14984778223198e-06	3.00130934142138e-06	ANXA5/SLC6A4/OAS2/C4BPB/SELP/LYN/CYP4F12/SLC7A11/P2RY1/CYP4F2/ENTPD1/HEG1/SERPINA1/PDPN/SAA1/SERPING1/PLAU/ADM/APLNR/PLEK/ANGPT2/ANGPTL2/VWF/GJA1/FAP/PLAUR/CAV1/COL3A1/SERPINE1/TFPI/ST3GAL4/HSD11B2/FCER1G/IL6/TFPI2	35
BP	GO:0070371	ERK1 and ERK2 cascade	31/632	319/18805	0.0971786833855799	2.89152712193961	6.354140114096	1.27698295167276e-07	4.20145376775714e-06	3.03863252399523e-06	GCNT2/CD44/FGFR2/CHI3L1/RPS6KA6/DUSP4/LYN/IL1B/SLC30A10/P2RY1/ICAM1/GPR183/PLA2G2A/SEMA6A/GBP1/PTPRC/IL1A/SLAMF1/KDR/PDGFRB/CXCL17/PTPRR/CCL3/CCL11/FPR2/FN1/S100A7/CCR7/CCL19/INHBA/CCL21	31
BP	GO:0045766	positive regulation of angiogenesis	23/632	192/18805	0.119791666666667	3.56437071466245	6.6602967763857	1.35334421948681e-07	4.42155538002962e-06	3.19781740489705e-06	SEMA5A/CHI3L1/TGM2/ZC3H12A/IL1B/ITGA5/CDH5/ADM/APLNR/C3/CD34/ITGB2/ANGPT2/ITGAX/IL1A/KDR/TWIST1/CXCR2/CXCR4/GREM1/SERPINE1/CCL11/WNT5A	23
BP	GO:0002292	T cell differentiation involved in immune response	16/632	97/18805	0.164948453608247	4.90799947801122	7.19609736222609	1.38885323492435e-07	4.50605716219902e-06	3.25893193282689e-06	ANXA1/ZC3H12A/PCK1/SOCS3/HLA-DRA/GPR183/ICOS/CD86/SLAMF6/BCL6/CLEC4E/IRF4/IFNG/FCER1G/IL6/CCL19	16
BP	GO:0051384	response to glucocorticoid	19/632	136/18805	0.139705882352941	4.15691316083395	6.89035993723632	1.48213103072299e-07	4.77552839692263e-06	3.45382258339078e-06	ANXA1/PCK2/HMGCS2/UGT1A1/IL1RN/PCK1/IGFBP7/ADM/CLDN1/PCSK1/STC1/PTGDS/ALPL/AREG/PTGS2/FOS/HSD11B2/IL6/FOSB	19
BP	GO:0032760	positive regulation of tumor necrosis factor production	17/632	110/18805	0.154545454545455	4.59846087456847	7.05863523971465	1.51412082814008e-07	4.84518665004826e-06	3.50420177240783e-06	OAS2/IL33/FCGR3A/PTPRC/IL1A/TWIST1/LY96/LRRK2/BTK/CCL3/IFNG/FCGR1A/FCGR2B/IL6/FCGR2A/WNT5A/CCL19	17
BP	GO:0002548	monocyte chemotaxis	12/632	54/18805	0.222222222222222	6.61216596343179	7.70168080953814	1.76259127145499e-07	5.6019227348556e-06	4.05149873352705e-06	ANXA1/LYN/CCL2/CXCL10/CXCL17/GREM1/CCL3/SERPINE1/S100A12/FPR2/S100A7/IL6	12
BP	GO:1904018	positive regulation of vasculature development	23/632	195/18805	0.117948717948718	3.50953424212918	6.56912600237083	1.79821067226887e-07	5.67651368975685e-06	4.10544541819563e-06	SEMA5A/CHI3L1/TGM2/ZC3H12A/IL1B/ITGA5/CDH5/ADM/APLNR/C3/CD34/ITGB2/ANGPT2/ITGAX/IL1A/KDR/TWIST1/CXCR2/CXCR4/GREM1/SERPINE1/CCL11/WNT5A	23
BP	GO:0150076	neuroinflammatory response	15/632	87/18805	0.172413793103448	5.13012876473156	7.20051971432075	1.87062839310932e-07	5.86548714940049e-06	4.24211737328217e-06	MMP3/LYN/IL1B/IL33/MMP9/SYT11/ITGB2/PTPRC/CST7/PTGS2/LRRK2/CCL3/IFNG/IL6/STAP1	15
BP	GO:0061448	connective tissue development	29/632	291/18805	0.0996563573883162	2.96524968463178	6.30063682483701	1.90729428234548e-07	5.94058592474537e-06	4.29643133075718e-06	TIMP1/PRKG2/BMP3/CD44/CHI3L1/HMGCS2/CTSK/SLC26A2/PPARGC1A/BGN/PRRX1/PPARG/SCIN/CHST11/TGFBI/MGP/CD34/COL1A1/SULF1/NR1H4/PDGFRB/CHRDL2/STC1/COL3A1/GREM1/EGR1/SERPINB7/SATB2/WNT5A	29
BP	GO:0002707	negative regulation of lymphocyte mediated immunity	13/632	65/18805	0.2	5.95094936708861	7.4564260837668	2.03106211120043e-07	6.2297478349221e-06	4.50556293937003e-06	C4BPB/SERPINB9/C4BPA/LILRB1/PTPRC/SLAMF1/IL7R/CR1/CD274/BCL6/FCGR2B/SERPINB4/CR2	13
BP	GO:0002704	negative regulation of leukocyte mediated immunity	14/632	76/18805	0.184210526315789	5.48113757495003	7.29975233638975	2.04013574217269e-07	6.2297478349221e-06	4.50556293937003e-06	C4BPB/SERPINB9/C4BPA/LILRB1/PTPRC/SLAMF1/IL7R/CR1/IL13RA2/CD274/BCL6/FCGR2B/SERPINB4/CR2	14
BP	GO:0072678	T cell migration	14/632	76/18805	0.184210526315789	5.48113757495003	7.29975233638975	2.04013574217269e-07	6.2297478349221e-06	4.50556293937003e-06	MSN/ICAM1/GPR183/CXCL11/CCL2/CXCL10/CCR6/CCL20/CCL3/CORO1A/CXCL13/S100A7/WNT5A/CCL21	14
BP	GO:0030100	regulation of endocytosis	30/632	309/18805	0.0970873786407767	2.88881037237311	6.24308197441754	2.07965516152839e-07	6.30918760692248e-06	4.56301645147376e-06	C2/TGM2/RAB31/SYT11/DYSF/APLNR/C3/CCL2/C4B/FGR/LILRB1/PTPRC/CAV1/GREM1/LRRK2/BTK/IFNG/SERPINE1/SELE/FCGR1A/FCGR2B/FPR2/FCER1G/FCGR2A/WNT5A/CCL19/CD22/STAP1/CCL21/CD177	30
BP	GO:0070664	negative regulation of leukocyte proliferation	16/632	100/18805	0.16	4.76075949367089	7.03180876613954	2.14671304375478e-07	6.47060860672408e-06	4.67976154190346e-06	IDO1/LYN/IL33/CTLA4/PLA2G2A/LILRB2/LILRB1/CD86/MNDA/IL2RA/GREM1/CR1/CD274/BCL6/BTK/FCGR2B	16
BP	GO:0098754	detoxification	21/632	168/18805	0.125	3.71934335443038	6.60238783720401	2.29731350853222e-07	6.8801594306811e-06	4.97596245775196e-06	ABCG2/ABCB1/DUOX2/SLC22A5/AQP8/GPX8/SLC30A10/MT1F/MT1H/MT1G/S100A9/MT1M/GPX7/AQP9/AKR1B10/PTGS2/GSTA1/SOD2/FABP1/PXDN/PDZK1	21
BP	GO:0007162	negative regulation of cell adhesion	30/632	312/18805	0.0961538461538462	2.86103334956183	6.1815603703026	2.56462385588401e-07	7.63179786922935e-06	5.51957262982746e-06	GCNT2/B4GALNT2/SEMA5A/ABCA12/ANXA1/IDO1/ZC3H12A/IL1RN/MMP12/CTLA4/LAX1/PLA2G2A/TGFBI/TNC/MUC1/COL1A1/ANGPT2/LILRB2/SEMA6A/LILRB1/GBP1/PTPRC/CD86/IL2RA/LAPTM5/CR1/CD274/BCL6/SERPINE1/CCL21	30
BP	GO:0002701	negative regulation of production of molecular mediator of immune response	11/632	46/18805	0.239130434782609	7.11526554760594	7.74390009966627	2.5897882104806e-07	7.65790539200341e-06	5.53845446745019e-06	IRAK3/IL33/LILRB1/SLAMF1/TWIST1/CR1/IL13RA2/BCL6/FCGR2B/FCRL3/CD22	11
BP	GO:0016042	lipid catabolic process	32/632	350/18805	0.0914285714285714	2.72043399638336	6.05878247142984	3.22104110391337e-07	9.46459373426621e-06	6.84511217713468e-06	ACOX1/ETFDH/AMACR/PLA2G12B/LIPC/CPT1A/PHYH/ACADS/GBA3/NAAA/PCK2/CROT/CYP27A1/PLCD1/ACOX2/CYP4F12/PCK1/IL1B/CYP4F2/PLA1A/PLA2G2A/SRD5A3/PLCE1/TWIST1/STS/AKR1B10/PNLIPRP2/ENPP2/HPGD/CYP3A4/FABP1/SPP1	32
BP	GO:0002886	regulation of myeloid leukocyte mediated immunity	12/632	57/18805	0.210526315789474	6.26415722851432	7.42265293892744	3.31453282008619e-07	9.67843583465168e-06	6.99976996873466e-06	LYN/RAC2/C3/ITGB2/FGR/CXCL6/IL13RA2/BTK/FCGR1A/FCGR2B/STAP1/CD177	12
BP	GO:0008202	steroid metabolic process	31/632	335/18805	0.0925373134328358	2.75342433402607	6.0387400137556	3.78356832722854e-07	1.09793982762806e-05	7.94066971585722e-06	CYP2B6/AMACR/LIPC/DHRS11/HSD17B2/APOL1/AQP8/VLDLR/HMGCS2/HSD3B2/UGT1A1/CYP27A1/SULT1A2/ACOX2/IGFBP7/EPHX2/ADM/CH25H/SRD5A3/FMO5/IL1A/NR1H4/STS/EGR1/IFNG/CYP3A4/SPP1/HSD11B2/INHBA/UGT2B15/UGT2B17	31
BP	GO:0031295	T cell costimulation	11/632	48/18805	0.229166666666667	6.81879614978903	7.52735536339079	4.12632624695016e-07	1.18341394078271e-05	8.55884721952164e-06	LYN/FYN/ICOS/LILRB2/CD86/CAV1/CD274/HHLA2/CCR7/CCL19/CCL21	11
BP	GO:0045088	regulation of innate immune response	39/632	482/18805	0.0809128630705394	2.40754175639477	5.8379028431504	4.12877723346706e-07	1.18341394078271e-05	8.55884721952164e-06	IRAK3/LRP8/CPT1A/IFI16/TNIP3/ZBP1/S100A8/LYN/MMP12/SERPING1/PPARG/FYN/SERPINB9/S100A9/BIRC3/GBP5/LRRC19/AIM2/FGR/LILRB1/NR1H4/MNDA/LY96/CAV1/SLAMF6/CR1/CD274/BTK/CLEC4E/IRF4/CFH/FCGR2B/FPR2/FFAR2/WNT5A/LTF/FCRL3/TLR10/SERPINB4	39
BP	GO:0002699	positive regulation of immune effector process	27/632	270/18805	0.1	2.9754746835443	6.0971573409614	4.698944377053e-07	1.3386261054629e-05	9.6813937421952e-06	CD55/ANXA1/PCK1/IL1B/IL33/SLC7A5/HLA-DRA/NOS2/C3/ITGB2/FGR/LILRB1/PTPRC/SLAMF1/CD86/LAPTM5/SLAMF6/CR1/BTK/IFNG/FCGR1A/FFAR2/IL6/WNT5A/CCL19/STAP1/CD177	27
BP	GO:0030198	extracellular matrix organization	31/632	339/18805	0.0914454277286136	2.7209355513237	5.96277452014234	4.9026071370753e-07	1.3881806390555e-05	1.00397887783169e-05	MMP7/MMP3/CTSK/SERPINB5/MMP10/MMP12/ADAMTS9/PDPN/COL4A1/MMP9/PPARG/OLFML2B/COL1A2/LAMC1/TGFBI/ADAMTS1/COL1A1/MMP1/SULF1/COL15A1/COL5A2/FAP/CAV1/LUM/COL3A1/GREM1/LCP1/COL12A1/PXDN/EGFL6/IL6	31
BP	GO:2000107	negative regulation of leukocyte apoptotic process	12/632	59/18805	0.203389830508475	6.05181291568333	7.24751804745725	4.93375693599634e-07	1.38858508463704e-05	1.0042713864647e-05	IDO1/EFNA1/ST3GAL1/HCLS1/LILRB1/IL7R/CXCR2/CD27/BCL6/CCR7/CCL19/CCL21	12
BP	GO:2000401	regulation of lymphocyte migration	13/632	70/18805	0.185714285714286	5.52588155515371	7.07449921018441	5.03187752593874e-07	1.40772046713687e-05	1.01811073799328e-05	MSN/PADI2/CCL2/CXCL10/CCR6/CCL4/CCL20/CCL3/CORO1A/CXCL13/S100A7/WNT5A/CCL21	13
BP	GO:0031294	lymphocyte costimulation	11/632	49/18805	0.224489795918367	6.67963704469129	7.42367341933785	5.16074571140859e-07	1.43517880736315e-05	1.0379695321818e-05	LYN/FYN/ICOS/LILRB2/CD86/CAV1/CD274/HHLA2/CCR7/CCL19/CCL21	11
BP	GO:0043062	extracellular structure organization	31/632	340/18805	0.0911764705882353	2.71293279970216	5.94395448296993	5.22679521885416e-07	1.44494599186312e-05	1.04503348816704e-05	MMP7/MMP3/CTSK/SERPINB5/MMP10/MMP12/ADAMTS9/PDPN/COL4A1/MMP9/PPARG/OLFML2B/COL1A2/LAMC1/TGFBI/ADAMTS1/COL1A1/MMP1/SULF1/COL15A1/COL5A2/FAP/CAV1/LUM/COL3A1/GREM1/LCP1/COL12A1/PXDN/EGFL6/IL6	31
BP	GO:0045229	external encapsulating structure organization	31/632	341/18805	0.0909090909090909	2.70497698504028	5.92520201457525	5.57078351468593e-07	1.53098238709486e-05	1.10725789982302e-05	MMP7/MMP3/CTSK/SERPINB5/MMP10/MMP12/ADAMTS9/PDPN/COL4A1/MMP9/PPARG/OLFML2B/COL1A2/LAMC1/TGFBI/ADAMTS1/COL1A1/MMP1/SULF1/COL15A1/COL5A2/FAP/CAV1/LUM/COL3A1/GREM1/LCP1/COL12A1/PXDN/EGFL6/IL6	31
BP	GO:0050864	regulation of B cell activation	18/632	134/18805	0.134328358208955	3.99690629132817	6.49250242103476	5.7032562931971e-07	1.5582230059542e-05	1.12695923060404e-05	LYN/CTLA4/GPR183/CD38/PTPRC/SAMSN1/MNDA/CD27/LAPTM5/CR1/BCL6/BTK/FCGR2B/BANK1/IL6/FCRL3/INHBA/CD22	18
BP	GO:0072337	modified amino acid transport	10/632	40/18805	0.25	7.43868670886076	7.60192100373263	5.83339416243811e-07	1.58451264691342e-05	1.14597278221703e-05	SLC6A14/SLC22A5/SLC25A20/SLC3A1/SLC7A11/SLC16A9/SLC6A20/GJA1/SLC22A4/PDZK1	10
BP	GO:0071677	positive regulation of mononuclear cell migration	15/632	95/18805	0.157894736842105	4.69811792138574	6.73869827574551	6.118888433985e-07	1.65119472930621e-05	1.19419950456762e-05	CXCL10/SLAMF1/CXCL17/CCR6/CCL4/CCL20/CCL3/SERPINE1/CORO1A/FPR2/CXCL13/S100A7/CCR7/WNT5A/CCL21	15
BP	GO:0034341	response to type II interferon	17/632	121/18805	0.140495867768595	4.18041897688043	6.54504201955602	6.14956941137158e-07	1.65119472930621e-05	1.19419950456762e-05	SLC22A5/IFITM3/KYNU/IFITM2/STAT1/UBD/NOS2/PPARG/GBP4/GBP5/CLDN1/CCL2/VIM/GBP1/CCL3/IFNG/WNT5A	17
BP	GO:0046683	response to organophosphorus	18/632	135/18805	0.133333333333333	3.96729957805907	6.45247703030454	6.37827478270796e-07	1.70281713056066e-05	1.23153455954842e-05	DUOX2/ENPP1/AQP8/HMGCS2/SLC6A4/STAT1/IL1B/P2RY1/IGFBP5/COL1A1/AQP9/STC1/AREG/PTGS2/P2RX5/FOS/SLC26A3/FOSB	18
BP	GO:0002921	negative regulation of humoral immune response	7/632	17/18805	0.411764705882353	12.2519545793001	8.65530751218482	6.79235960525471e-07	1.79287593648305e-05	1.2966681137596e-05	CD55/C4BPB/SERPING1/C4BPA/CR1/FCGR2B/CR2	7
BP	GO:0015697	quaternary ammonium group transport	7/632	17/18805	0.411764705882353	12.2519545793001	8.65530751218482	6.79235960525471e-07	1.79287593648305e-05	1.2966681137596e-05	SLC6A14/SLC22A5/SLC25A20/SLC16A9/SLC6A20/SLC22A4/PDZK1	7
BP	GO:1903706	regulation of hemopoiesis	36/632	436/18805	0.0825688073394495	2.45681395888979	5.73951147874198	7.16610883828948e-07	1.8809022748589e-05	1.36033171915489e-05	ANXA1/VNN1/ZC3H12A/STAT1/LYN/PCK1/HLA-DRA/PRDM1/CTLA4/SCIN/EVI2B/FBN1/HCLS1/LILRB2/LILRB1/PTPRC/IL7R/CD86/RHOH/CD27/IL2RA/CR1/CSF3R/RASSF2/BCL6/BTK/IRF4/CCL3/IFNG/FOS/FCGR2B/TNFAIP6/LTF/FCRL3/CCL19/INHBA	36
BP	GO:0038093	Fc receptor signaling pathway	12/632	61/18805	0.19672131147541	5.85339282008716	7.08026593548259	7.22041712673693e-07	1.88163072725637e-05	1.36085856040306e-05	LYN/NOS2/FYN/FGR/FCGR3A/BTK/CLEC4E/IFNG/FCGR1A/FCGR2B/FCER1G/FCGR2A	12
BP	GO:0036336	dendritic cell migration	9/632	32/18805	0.28125	8.36852254746835	7.77962947309341	7.24943345261442e-07	1.88163072725637e-05	1.36085856040306e-05	GPR183/SLAMF1/CXCR2/CCR6/CXCR4/CXCR1/CCR7/CCL19/CCL21	9
BP	GO:0042180	ketone metabolic process	24/632	227/18805	0.105726872246696	3.14587631740367	6.06580553709275	7.46852926214883e-07	1.92778832667179e-05	1.39424128708914e-05	CYP2B6/PDK2/KYNU/CPT1A/FMO4/UGT1A1/IDO1/CYP4F12/IL1B/PPARGC1A/CYP4F2/PPARG/ADM/NR1H4/TWIST1/AKR1B10/TDO2/CAV1/PTGS2/EGR1/KMO/FABP1/HSD11B2/INHBA	24
BP	GO:0002275	myeloid cell activation involved in immune response	15/632	98/18805	0.153061224489796	4.55429798501679	6.57862524351527	9.22874431027881e-07	2.36262482877511e-05	1.70872965491351e-05	LYN/IL33/RAC2/DYSF/ITGB2/FGR/SLAMF1/PTGDS/IL13RA2/PTGDR/BTK/CCL3/IFNG/FCER1G/CD177	15
BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	22/632	198/18805	0.111111111111111	3.30608298171589	6.08330644159154	9.30485805853212e-07	2.36262482877511e-05	1.70872965491351e-05	GCNT2/CD44/FGFR2/CHI3L1/SLC30A10/P2RY1/ICAM1/GPR183/PLA2G2A/PTPRC/IL1A/SLAMF1/KDR/PDGFRB/CXCL17/CCL3/FPR2/S100A7/CCR7/CCL19/INHBA/CCL21	22
BP	GO:0071466	cellular response to xenobiotic stimulus	22/632	198/18805	0.111111111111111	3.30608298171589	6.08330644159154	9.30485805853212e-07	2.36262482877511e-05	1.70872965491351e-05	ABCB1/CYP2B6/FMO4/UGT1A1/SULT1A2/CYP4F12/IL1B/CYP4F2/CMBL/PDE4B/NOS2/CES2/AIM2/FMO5/NAT2/CXCR4/GSTA1/SLCO1B3/CYP3A4/S100A12/UGT2B15/UGT2B17	22
BP	GO:0001909	leukocyte mediated cytotoxicity	19/632	153/18805	0.124183006535948	3.69503392074129	6.2419113287504	9.50862287173322e-07	2.40131275982365e-05	1.73671006647304e-05	HLA-DRA/NOS2/ICAM1/SERPINB9/GZMB/FCGR3A/LILRB1/CXCL6/PTPRC/IL7R/SLAMF7/SLAMF6/TREM1/CORO1A/FCGR1A/FCGR2B/FCGR2A/SERPINB4/STAP1	19
BP	GO:0002440	production of molecular mediator of immune response	24/632	231/18805	0.103896103896104	3.09140226861746	5.96432350038737	1.02440494125472e-06	2.57312897072155e-05	1.86097332282268e-05	CD55/IRAK3/MMP7/IL1B/IL33/SLC7A5/LILRB1/PTPRC/SLAMF1/CD86/TWIST1/CCR6/LAPTM5/CR1/IL13RA2/BCL6/BTK/TREM1/FCGR2B/FFAR2/IL6/WNT5A/FCRL3/CD22	24
BP	GO:0032963	collagen metabolic process	16/632	112/18805	0.142857142857143	4.25067811934901	6.43448545404944	1.04490396893714e-06	2.61058360581513e-05	1.88806177331168e-05	MMP7/MMP3/CTSK/MMP10/MMP12/MMP9/COL1A2/PCOLCE/VIM/COL1A1/MMP1/FAP/SERPINB7/IL6/INHBA/KLK6	16
BP	GO:0009615	response to virus	35/632	425/18805	0.0823529411764706	2.45039091586001	5.63997435974268	1.08655115647901e-06	2.70019521439889e-05	1.95287189938276e-05	DUOX2/IFITM3/IRAK3/TRIM22/APOBEC3B/IFI16/IFITM2/ZBP1/OAS2/ZC3H12A/STAT1/IL1B/PIM2/MMP12/IL33/SLFN11/CXCL9/GBP5/IFI44/ITGAX/AIM2/FGR/POU2AF1/LILRB1/GBP1/PTPRC/CXCL10/DMBT1/CXCR4/CCL4/IFNG/CCL11/IFI44L/IL6/CCL19	35
BP	GO:0006805	xenobiotic metabolic process	17/632	126/18805	0.134920634920635	4.01452933494073	6.33137916935963	1.09999612570546e-06	2.71914386206133e-05	1.96657619800308e-05	ABCB1/CYP2B6/FMO4/UGT1A1/SULT1A2/CYP4F12/CYP4F2/CMBL/CES2/FMO5/NAT2/GSTA1/SLCO1B3/CYP3A4/S100A12/UGT2B15/UGT2B17	17
BP	GO:0042116	macrophage activation	16/632	113/18805	0.141592920353982	4.21306149882379	6.38852679710353	1.17999035211256e-06	2.90153417108941e-05	2.09848699738577e-05	ZC3H12A/IL33/SYT11/DYSF/CD93/ITGB2/FCGR3A/PTPRC/CST7/LRRK2/CCL3/IFNG/FCGR2B/IL6/WNT5A/STAP1	16
BP	GO:0045123	cellular extravasation	13/632	76/18805	0.171052631578947	5.08962774816789	6.66198464348325	1.34573286508074e-06	3.29176122809278e-05	2.38071231573942e-05	PECAM1/SELP/THY1/VCAM1/ICAM1/CHST2/CCL2/ITGB2/SELL/SELE/ST3GAL4/CCL21/CD177	13
BP	GO:0002819	regulation of adaptive immune response	23/632	219/18805	0.105022831050228	3.12492774984105	5.89852746866014	1.42292374110465e-06	3.4624477700213e-05	2.50415855753614e-05	CD55/ANXA1/ZC3H12A/C4BPB/IL1B/IL33/HLA-DRA/C3/C4BPA/LILRB1/PTPRC/SAMSN1/SLAMF1/IL7R/CR1/CD274/BCL6/BTK/FCGR1A/FCGR2B/IL6/CCL19/CR2	23
BP	GO:0022617	extracellular matrix disassembly	12/632	65/18805	0.184615384615385	5.49318403115872	6.76700408851034	1.47665622754816e-06	3.57457922026166e-05	2.58525578970799e-05	MMP7/MMP3/CTSK/MMP10/MMP12/PDPN/MMP9/LAMC1/MMP1/FAP/LCP1/IL6	12
BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	22/632	204/18805	0.107843137254902	3.20884524695954	5.91537898934027	1.54234929667412e-06	3.7143587185884e-05	2.68634901916654e-05	CD55/ANXA1/ZC3H12A/C4BPB/IL1B/IL33/HLA-DRA/C3/C4BPA/LILRB1/PTPRC/SLAMF1/IL7R/CR1/CD274/BCL6/BTK/FCGR1A/FCGR2B/IL6/CCL19/CR2	22
BP	GO:0044248	cellular catabolic process	29/632	323/18805	0.0897832817337461	2.67147881804287	5.65064472555332	1.65933689590933e-06	3.97560101419917e-05	2.87528822449066e-05	ACOX1/TRHDE/ETFDH/NAALADL1/AMACR/KYNU/CPT1A/PHYH/ACADS/SLC16A1/PCK2/VNN1/CROT/IDO1/ACOX2/CYP4F12/PCK1/CYP4F2/NOS2/OTC/ANPEP/TWIST1/TDO2/LDHD/LAPTM5/KMO/FABP1/MME/ENPEP	29
BP	GO:1903825	organic acid transmembrane transport	19/632	159/18805	0.119496855345912	3.55559867844917	6.03488118628291	1.71371020750402e-06	4.08492555584631e-05	2.95435540606224e-05	SLC6A14/SLC23A1/ABCB1/SLC38A4/SLC36A1/SLC25A20/CPT1A/SLC16A1/SLC3A1/SLC5A12/SLC7A11/SLC7A5/SLC6A6/SLC16A9/RGS2/SLC16A14/SLC6A20/SLC13A2/SLC16A4	19
BP	GO:0043269	regulation of monoatomic ion transport	37/632	472/18805	0.0783898305084746	2.33246956125295	5.46741291165737	1.74531937601148e-06	4.13915336280489e-05	2.99357477798389e-05	PRKG2/ABCB1/DPP10/ANK3/SLC6A4/LYN/P2RY1/THY1/PDE4B/MMP9/FYN/CXCL9/APLNR/CXCL11/CCL2/SIK1/EDN3/LILRB2/LILRB1/CXCL10/EDNRA/PDGFRB/STC1/CXCR4/CAV1/CCL4/PTGS2/CCL3/IFNG/CORO1A/P2RX5/PDZK1/KCNJ15/CA2/CA7/FCRL3/MS4A1	37
BP	GO:0045916	negative regulation of complement activation	6/632	13/18805	0.461538461538462	13.7329600778968	8.5641624923029	1.97382279945966e-06	4.63402016033945e-05	3.35147907234356e-05	CD55/C4BPB/SERPING1/C4BPA/CR1/CR2	6
BP	GO:0070486	leukocyte aggregation	6/632	13/18805	0.461538461538462	13.7329600778968	8.5641624923029	1.97382279945966e-06	4.63402016033945e-05	3.35147907234356e-05	CD44/S100A8/MSN/IL1B/RAC2/S100A9	6
BP	GO:0032623	interleukin-2 production	12/632	67/18805	0.17910447761194	5.32920838843756	6.61994867649268	2.06781685648783e-06	4.80638823557768e-05	3.4761414555255e-05	ANXA1/IL1B/PDE4B/CD34/GBP1/PTPRC/IL1A/NR1H4/CD86/LAPTM5/CR1/IRF4	12
