ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0051262	protein tetramerization	9/632	100/18805	0.09	2.67792721518987	3.13736183357989	0.00650776001334323	0.033633025201703	0.0243245338179224	KCND3/TRPM6/GBP5/ME1/TDO2/SOD2/ALDH1A2/DEFA5/MS4A1	9
BP	GO:0010812	negative regulation of cell-substrate adhesion	7/632	66/18805	0.106060606060606	3.15580648254699	3.27174074673117	0.00655746956198754	0.0336750349738871	0.0243549166965974	GCNT2/MMP12/COL1A1/ANGPT2/GBP1/BCL6/SERPINE1	7
BP	GO:0045744	negative regulation of G protein-coupled receptor signaling pathway	7/632	66/18805	0.106060606060606	3.15580648254699	3.27174074673117	0.00655746956198754	0.0336750349738871	0.0243549166965974	PADI2/PDE4B/ADM/APLNR/PLEK/ROBO1/RGS2	7
BP	GO:0050688	regulation of defense response to virus	7/632	66/18805	0.106060606060606	3.15580648254699	3.27174074673117	0.00655746956198754	0.0336750349738871	0.0243549166965974	TRIM22/ZC3H12A/STAT1/IL1B/MMP12/AIM2/LILRB1	7
BP	GO:1905330	regulation of morphogenesis of an epithelium	7/632	66/18805	0.106060606060606	3.15580648254699	3.27174074673117	0.00655746956198754	0.0336750349738871	0.0243549166965974	ITGAX/SULF1/GJA1/CXCL10/GREM1/HGF/WNT5A	7
BP	GO:0006639	acylglycerol metabolic process	11/632	137/18805	0.0802919708029197	2.38906726415966	3.0430214318932	0.00657442162681246	0.0336750349738871	0.0243549166965974	LIPC/CPT1A/PCK2/PCK1/C3/SIK1/PLCE1/MOGAT2/PNLIPRP2/CAV1/SLC22A4	11
BP	GO:0000101	sulfur amino acid transport	3/632	12/18805	0.25	7.43868670886076	4.16064064282453	0.00662400623737206	0.0336750349738871	0.0243549166965974	SLC3A1/SLC7A11/SLC7A5	3
BP	GO:0038026	reelin-mediated signaling pathway	3/632	12/18805	0.25	7.43868670886076	4.16064064282453	0.00662400623737206	0.0336750349738871	0.0243549166965974	LRP8/VLDLR/FYN	3
BP	GO:0042117	monocyte activation	3/632	12/18805	0.25	7.43868670886076	4.16064064282453	0.00662400623737206	0.0336750349738871	0.0243549166965974	MT1G/DYSF/FN1	3
BP	GO:0043380	regulation of memory T cell differentiation	3/632	12/18805	0.25	7.43868670886076	4.16064064282453	0.00662400623737206	0.0336750349738871	0.0243549166965974	PCK1/HLA-DRA/BCL6	3
BP	GO:0045628	regulation of T-helper 2 cell differentiation	3/632	12/18805	0.25	7.43868670886076	4.16064064282453	0.00662400623737206	0.0336750349738871	0.0243549166965974	ANXA1/CD86/BCL6	3
BP	GO:0061309	cardiac neural crest cell development involved in outflow tract morphogenesis	3/632	12/18805	0.25	7.43868670886076	4.16064064282453	0.00662400623737206	0.0336750349738871	0.0243549166965974	PITX2/EDNRA/TWIST1	3
BP	GO:0072110	glomerular mesangial cell proliferation	3/632	12/18805	0.25	7.43868670886076	4.16064064282453	0.00662400623737206	0.0336750349738871	0.0243549166965974	PDGFRB/EGR1/SERPINB7	3
BP	GO:0140105	interleukin-10-mediated signaling pathway	3/632	12/18805	0.25	7.43868670886076	4.16064064282453	0.00662400623737206	0.0336750349738871	0.0243549166965974	LILRB2/LILRB1/LILRA3	3
BP	GO:2000659	regulation of interleukin-1-mediated signaling pathway	3/632	12/18805	0.25	7.43868670886076	4.16064064282453	0.00662400623737206	0.0336750349738871	0.0243549166965974	ZBP1/IL1RN/IL6	3
BP	GO:2001214	positive regulation of vasculogenesis	3/632	12/18805	0.25	7.43868670886076	4.16064064282453	0.00662400623737206	0.0336750349738871	0.0243549166965974	ADM/CD34/KDR	3
BP	GO:0062197	cellular response to chemical stress	20/632	323/18805	0.0619195046439628	1.84239918485715	2.84783657402077	0.00665741719723678	0.0337921482613583	0.0244396169608328	PDK2/MMP3/GPX8/ZC3H12A/SLC7A11/PPARGC1A/FUT8/FYN/GPX7/EDNRA/CAV1/PTGS2/LRRK2/SOD2/HGF/BTK/FABP1/NR4A2/FOS/IL6	20
BP	GO:0034765	regulation of monoatomic ion transmembrane transport	21/632	345/18805	0.0608695652173913	1.81115850302697	2.8357619530963	0.00666150867909054	0.0337921482613583	0.0244396169608328	DPP10/ANK3/LYN/THY1/PDE4B/MMP9/FYN/CXCL9/APLNR/CXCL11/CCL2/EDN3/CXCL10/EDNRA/CAV1/IFNG/CORO1A/P2RX5/PDZK1/KCNJ15/MS4A1	21
BP	GO:2000352	negative regulation of endothelial cell apoptotic process	5/632	36/18805	0.138888888888889	4.13260372714487	3.50837890182341	0.00671663638939676	0.0340107429042155	0.0245977119508227	SEMA5A/ICAM1/CDH5/KDR/SERPINE1	5
BP	GO:0042267	natural killer cell mediated cytotoxicity	8/632	83/18805	0.0963855421686747	2.86792740582584	3.18048437893132	0.00671916003865387	0.0340107429042155	0.0245977119508227	SERPINB9/GZMB/FCGR3A/LILRB1/SLAMF7/SLAMF6/CORO1A/SERPINB4	8
BP	GO:0006638	neutral lipid metabolic process	11/632	138/18805	0.0797101449275362	2.37175518253531	3.016124304039	0.00693409992446148	0.0350041096932986	0.02531614818752	LIPC/CPT1A/PCK2/PCK1/C3/SIK1/PLCE1/MOGAT2/PNLIPRP2/CAV1/SLC22A4	11
BP	GO:0120162	positive regulation of cold-induced thermogenesis	9/632	101/18805	0.0891089108910891	2.65141308434641	3.1032696092182	0.00693788646746458	0.0350041096932986	0.02531614818752	LCN2/PPARGC1A/YBX2/GJA1/CXCR4/CAV1/ALPL/IRF4/G0S2	9
BP	GO:1903035	negative regulation of response to wounding	9/632	101/18805	0.0891089108910891	2.65141308434641	3.1032696092182	0.00693788646746458	0.0350041096932986	0.02531614818752	IL33/SERPING1/PLAU/FAP/PLAUR/REG3A/SERPINE1/TFPI/SPP1	9
BP	GO:1900047	negative regulation of hemostasis	6/632	51/18805	0.117647058823529	3.50055845122859	3.33461339262365	0.00701535356623014	0.0353567765495439	0.0255712087067493	SERPING1/PLAU/FAP/PLAUR/SERPINE1/TFPI	6
BP	GO:0005996	monosaccharide metabolic process	17/632	260/18805	0.0653846153846154	1.94550267770204	2.86290123162732	0.00706711187157106	0.0355792528706681	0.0257321110568774	SLC23A1/PDK2/RBKS/CPT1A/PCK2/NPY1R/PCK1/PPARGC1A/NNMT/FUT8/PFKFB3/SLC2A3/FBN1/SIK1/GLB1L2/CHST15/ALDOB	17
BP	GO:0035904	aorta development	7/632	67/18805	0.104477611940299	3.10870489325524	3.22449670117561	0.00711589752449879	0.0356711086206634	0.0257985442214153	ADAMTS9/PRDM1/APLNR/ROBO1/EDNRA/PDGFRB/COL3A1	7
BP	GO:0042446	hormone biosynthetic process	7/632	67/18805	0.104477611940299	3.10870489325524	3.22449670117561	0.00711589752449879	0.0356711086206634	0.0257985442214153	DUOX2/DHRS11/HSD17B2/HSD3B2/ADM/SRD5A3/EGR1	7
BP	GO:0071300	cellular response to retinoic acid	7/632	67/18805	0.104477611940299	3.10870489325524	3.22449670117561	0.00711589752449879	0.0356711086206634	0.0257985442214153	FGFR2/SLC6A4/LYN/TNC/COL1A1/ALDH1A2/WNT5A	7
BP	GO:0080164	regulation of nitric oxide metabolic process	7/632	67/18805	0.104477611940299	3.10870489325524	3.22449670117561	0.00711589752449879	0.0356711086206634	0.0257985442214153	ZC3H12A/IL1B/ITGB2/CAV1/PTGS2/SOD2/IFNG	7
BP	GO:0001654	eye development	24/632	415/18805	0.0578313253012048	1.7207564434955	2.76880304863103	0.00724442883853017	0.0362764968205927	0.0262363813072509	LPCAT1/PDE6A/PPP2R3A/KRT12/SLC7A11/PITX2/ADAMTS9/THY1/COL4A1/SLC39A5/PRDM1/FBN1/VIM/RHOJ/COL5A2/GJA1/KDR/TWIST1/PDGFRB/ALDH1A2/PXDN/FOS/WNT5A/INHBA	24
BP	GO:0051092	positive regulation of NF-kappaB transcription factor activity	10/632	120/18805	0.0833333333333333	2.47956223628692	3.0321288808884	0.00725584400522595	0.0362947571653272	0.0262495878020684	IRAK3/TRIM22/S100A8/IL1B/S100A9/AIM2/BTK/S100A12/WNT5A/LTF	10
BP	GO:0007266	Rho protein signal transduction	11/632	139/18805	0.079136690647482	2.3546921956106	2.98945998994765	0.00730897777089237	0.0365214375888868	0.0264135307003259	RHOU/HEG1/PDPN/COL1A2/ARHGDIB/RHOJ/ROBO1/COL3A1/LRRK2/TAGAP/BCL6	11
BP	GO:0046890	regulation of lipid biosynthetic process	14/632	199/18805	0.0703517587939698	2.09329877234273	2.89140706218596	0.00750903113957152	0.0374809759445279	0.0271075010774006	LPCAT1/AQP8/PCK1/IL1B/IGFBP7/ADM/C3/SIK1/CCDC3/IL1A/NR1H4/PTGS2/EGR1/IFNG	14
BP	GO:0034110	regulation of homotypic cell-cell adhesion	5/632	37/18805	0.135135135135135	4.02091173451933	3.43004839755362	0.00755593946916927	0.037634700639615	0.0272186799416826	ANK3/LYN/PDPN/PLAUR/IL6	5
BP	GO:0046688	response to copper ion	5/632	37/18805	0.135135135135135	4.02091173451933	3.43004839755362	0.00755593946916927	0.037634700639615	0.0272186799416826	MT1F/MT1H/MT1G/MT1M/IL1A	5
BP	GO:0045637	regulation of myeloid cell differentiation	15/632	220/18805	0.0681818181818182	2.02873273878021	2.86221969647045	0.00763697117747772	0.0379977948255335	0.0274812818560658	STAT1/LYN/SCIN/EVI2B/FBN1/HCLS1/LILRB1/CSF3R/RASSF2/CCL3/IFNG/FOS/TNFAIP6/LTF/INHBA	15
BP	GO:0090288	negative regulation of cellular response to growth factor stimulus	11/632	140/18805	0.0785714285714286	2.33787296564195	2.9630245230033	0.00769947727905569	0.0382421790820403	0.0276580287611187	PPARG/FBN1/SEMA6A/SULF1/CHRDL2/CAV1/GREM1/DCN/TNFAIP6/CXCL13/WNT5A	11
BP	GO:0032715	negative regulation of interleukin-6 production	7/632	68/18805	0.102941176470588	3.06298864482502	3.17812966869369	0.00770879455752254	0.0382421790820403	0.0276580287611187	IRAK3/ZC3H12A/SYT11/NR1H4/SLAMF1/HGF/BANK1	7
BP	GO:1902743	regulation of lamellipodium organization	6/632	52/18805	0.115384615384615	3.4332400194742	3.27658616223041	0.00771064484059973	0.0382421790820403	0.0276580287611187	CD44/RAC2/PDPN/VIL1/PLCE1/ENPP2	6
BP	GO:0048013	ephrin receptor signaling pathway	8/632	85/18805	0.0941176470588235	2.80044676098287	3.10246700629497	0.00773604425046336	0.0382463478710739	0.0276610437694095	FGFR2/LYN/EFNA1/MMP9/FYN/CHN1/KDR/PDGFRB	8
BP	GO:0060337	type I interferon-mediated signaling pathway	8/632	85/18805	0.0941176470588235	2.80044676098287	3.10246700629497	0.00773604425046336	0.0382463478710739	0.0276610437694095	IFITM3/IFITM2/ZBP1/OAS2/STAT1/MMP12/WNT5A/CR2	8
BP	GO:0070509	calcium ion import	8/632	85/18805	0.0941176470588235	2.80044676098287	3.10246700629497	0.00773604425046336	0.0382463478710739	0.0276610437694095	FYN/CCL2/PDGFRB/STC1/CCL3/P2RX5/FCRL3/MS4A1	8
BP	GO:0043086	negative regulation of catalytic activity	19/632	306/18805	0.0620915032679739	1.84751696037065	2.7874387434875	0.00782073099407013	0.0386189271848273	0.0279305056469213	TIMP1/IRAK3/TRIB2/SERPINB5/LYN/IL1B/THY1/HEG1/SERPING1/SERPINB9/RGS2/PTPRC/CST7/CR1/LRRK2/SERPINB7/SERPINE1/SERPINB3/SERPINB4	19
BP	GO:0009074	aromatic amino acid family catabolic process	4/632	24/18805	0.166666666666667	4.95912447257384	3.61922653656404	0.00786100165941155	0.0386189271848273	0.0279305056469213	KYNU/IDO1/TDO2/KMO	4
BP	GO:0030318	melanocyte differentiation	4/632	24/18805	0.166666666666667	4.95912447257384	3.61922653656404	0.00786100165941155	0.0386189271848273	0.0279305056469213	ENPP1/ADAMTS9/GNA11/EDN3	4
BP	GO:0034114	regulation of heterotypic cell-cell adhesion	4/632	24/18805	0.166666666666667	4.95912447257384	3.61922653656404	0.00786100165941155	0.0386189271848273	0.0279305056469213	GCNT2/CD44/IL1RN/IL1B	4
BP	GO:0060252	positive regulation of glial cell proliferation	4/632	24/18805	0.166666666666667	4.95912447257384	3.61922653656404	0.00786100165941155	0.0386189271848273	0.0279305056469213	LYN/IL1B/SLC7A5/IL6	4
BP	GO:0071294	cellular response to zinc ion	4/632	24/18805	0.166666666666667	4.95912447257384	3.61922653656404	0.00786100165941155	0.0386189271848273	0.0279305056469213	MT1F/MT1H/MT1G/MT1M	4
BP	GO:0019362	pyridine nucleotide metabolic process	13/632	180/18805	0.0722222222222222	2.14895393811533	2.88842487853676	0.00793574836640053	0.0389043193786183	0.0281369108699903	RBKS/KYNU/PCK2/IDO1/NNMT/PFKFB3/CD38/ME1/FMO5/SLC4A4/KMO/IFNG/ALDOB	13
BP	GO:0046496	nicotinamide nucleotide metabolic process	13/632	180/18805	0.0722222222222222	2.14895393811533	2.88842487853676	0.00793574836640053	0.0389043193786183	0.0281369108699903	RBKS/KYNU/PCK2/IDO1/NNMT/PFKFB3/CD38/ME1/FMO5/SLC4A4/KMO/IFNG/ALDOB	13
BP	GO:0035924	cellular response to vascular endothelial growth factor stimulus	10/632	122/18805	0.0819672131147541	2.43891367503631	2.97345722690245	0.00812113349457514	0.039771421055194	0.0287640279351056	FGFR2/ANXA1/VCAM1/MT1G/SEMA6A/ROBO1/KDR/PDGFRB/PTP4A3/DCN	10
BP	GO:0050871	positive regulation of B cell activation	8/632	86/18805	0.0930232558139535	2.76788342655284	3.06430418998068	0.00828586675292553	0.04023498912675	0.0290992959392726	GPR183/CD38/PTPRC/CD27/BCL6/BTK/IL6/FCRL3	8
BP	GO:0071357	cellular response to type I interferon	8/632	86/18805	0.0930232558139535	2.76788342655284	3.06430418998068	0.00828586675292553	0.04023498912675	0.0290992959392726	IFITM3/IFITM2/ZBP1/OAS2/STAT1/MMP12/WNT5A/CR2	8
BP	GO:0007043	cell-cell junction assembly	12/632	161/18805	0.0745341614906832	2.21774510574731	2.89381078414638	0.00829139096957293	0.04023498912675	0.0290992959392726	CDH3/PECAM1/IL1B/CDH5/APLNR/CLDN2/CLDN1/GJA1/NR1H4/CAV1/CLDN8/DSG3	12
BP	GO:0001886	endothelial cell morphogenesis	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	HEG1/CDH5/STC1	3
BP	GO:0002664	regulation of T cell tolerance induction	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	IDO1/LILRB2/IL2RA	3
BP	GO:0009437	carnitine metabolic process	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	CPT1A/CROT/SLC22A4	3
BP	GO:0010921	regulation of phosphatase activity	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	CHP2/PLEK/IFNG	3
BP	GO:0010960	magnesium ion homeostasis	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	ANK3/CNNM2/EDN3	3
BP	GO:0015824	proline transport	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	SLC36A1/SLC7A5/SLC6A20	3
BP	GO:0015851	nucleobase transport	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	SLC23A1/SLC23A3/AQP9	3
BP	GO:0030836	positive regulation of actin filament depolymerization	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	SEMA5A/VIL1/PLEK	3
BP	GO:0032905	transforming growth factor beta1 production	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	LUM/COL3A1/SERPINB7	3
BP	GO:0033083	regulation of immature T cell proliferation	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	IL1B/IL1A/TNFRSF9	3
BP	GO:0033084	regulation of immature T cell proliferation in thymus	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	IL1B/IL1A/TNFRSF9	3
BP	GO:0035589	G protein-coupled purinergic nucleotide receptor signaling pathway	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	P2RY1/P2RY8/P2RY13	3
BP	GO:0042362	fat-soluble vitamin biosynthetic process	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	CYP27A1/IFNG/CYP3A4	3
BP	GO:0043379	memory T cell differentiation	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	PCK1/HLA-DRA/BCL6	3
BP	GO:0060100	positive regulation of phagocytosis, engulfment	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	RAB31/C3/STAP1	3
BP	GO:1905155	positive regulation of membrane invagination	3/632	13/18805	0.230769230769231	6.86648003894839	3.94578228503362	0.00839848166578314	0.04023498912675	0.0290992959392726	RAB31/C3/STAP1	3
BP	GO:0032964	collagen biosynthetic process	6/632	53/18805	0.113207547169811	3.36846190589921	3.2199630547329	0.00845422440561218	0.04023498912675	0.0290992959392726	PCOLCE/VIM/COL1A1/SERPINB7/IL6/INHBA	6
BP	GO:0046460	neutral lipid biosynthetic process	6/632	53/18805	0.113207547169811	3.36846190589921	3.2199630547329	0.00845422440561218	0.04023498912675	0.0290992959392726	PCK2/PCK1/C3/SIK1/PLCE1/MOGAT2	6
BP	GO:0046463	acylglycerol biosynthetic process	6/632	53/18805	0.113207547169811	3.36846190589921	3.2199630547329	0.00845422440561218	0.04023498912675	0.0290992959392726	PCK2/PCK1/C3/SIK1/PLCE1/MOGAT2	6
BP	GO:0060688	regulation of morphogenesis of a branching structure	6/632	53/18805	0.113207547169811	3.36846190589921	3.2199630547329	0.00845422440561218	0.04023498912675	0.0290992959392726	FGFR2/SULF1/GREM1/LRRK2/HGF/WNT5A	6
BP	GO:0010669	epithelial structure maintenance	5/632	38/18805	0.131578947368421	3.91509826782145	3.354423699826	0.00846553816600926	0.04023498912675	0.0290992959392726	SLC22A5/PBLD/SERPINA3/TFF1/VSIG1	5
BP	GO:0010934	macrophage cytokine production	5/632	38/18805	0.131578947368421	3.91509826782145	3.354423699826	0.00846553816600926	0.04023498912675	0.0290992959392726	IRAK3/LILRB1/TWIST1/LAPTM5/WNT5A	5
BP	GO:0010935	regulation of macrophage cytokine production	5/632	38/18805	0.131578947368421	3.91509826782145	3.354423699826	0.00846553816600926	0.04023498912675	0.0290992959392726	IRAK3/LILRB1/TWIST1/LAPTM5/WNT5A	5
BP	GO:0034121	regulation of toll-like receptor signaling pathway	5/632	38/18805	0.131578947368421	3.91509826782145	3.354423699826	0.00846553816600926	0.04023498912675	0.0290992959392726	IRAK3/S100A8/S100A9/BIRC3/IRF4	5
BP	GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	5/632	38/18805	0.131578947368421	3.91509826782145	3.354423699826	0.00846553816600926	0.04023498912675	0.0290992959392726	ANXA1/HLA-DRA/CD86/IFNG/CCL19	5
BP	GO:0071711	basement membrane organization	5/632	38/18805	0.131578947368421	3.91509826782145	3.354423699826	0.00846553816600926	0.04023498912675	0.0290992959392726	COL4A1/LAMC1/CAV1/COL3A1/PXDN	5
BP	GO:0002520	immune system development	14/632	202/18805	0.0693069306930693	2.06221017671387	2.83051197601495	0.00851606096107893	0.0403929307717368	0.0292135246434019	IRAK3/CDKN2B/IDO1/LYN/PITX2/FLVCR1/PDPN/ICOS/LILRB2/PTPRC/IL7R/CCR6/IL2RA/BCL6	14
BP	GO:0007369	gastrulation	14/632	202/18805	0.0693069306930693	2.06221017671387	2.83051197601495	0.00851606096107893	0.0403929307717368	0.0292135246434019	NAT8B/FGFR2/DUSP4/IL1RN/ITGA5/MMP9/APLNR/ITGB2/COL5A2/GJA1/COL12A1/FN1/WNT5A/INHBA	14
BP	GO:0050792	regulation of viral process	11/632	142/18805	0.0774647887323944	2.30494517739347	2.91082474352105	0.00852904447965454	0.0404134845932515	0.0292283898576824	IFITM3/APOBEC3B/IFI16/IFITM2/OAS2/STAT1/CH25H/SLPI/LAMP3/CXCR4/LTF	11
BP	GO:0051051	negative regulation of transport	26/632	467/18805	0.0556745182012848	1.65658119426449	2.6794227639178	0.00855740562312968	0.040506787306243	0.0292958695144737	PRKG2/ENPP1/ANXA1/ANK3/IL1B/P2RY1/CYP4F2/MMP9/SYT11/ACVR1C/DYSF/DERL3/LILRB2/RGS2/LILRB1/GJA1/STC1/ACSL4/CAV1/PTGS2/IL13RA2/LRRK2/CORO1A/FCGR2B/FFAR2/INHBA	26
BP	GO:0035821	modulation of process of another organism	10/632	123/18805	0.0813008130081301	2.4190851085726	2.94455493871047	0.00858249064455629	0.0405844092017885	0.0293520082772488	IFITM3/IFITM2/ZC3H12A/S100A9/LRRC19/SLPI/CXCL6/CCL4/CCL3/LTF	10
BP	GO:0071248	cellular response to metal ion	13/632	182/18805	0.0714285714285714	2.1253390596745	2.8448843267146	0.00866950585559007	0.040954430088288	0.0296196198142133	ANK3/CHP2/MT1F/MT1H/MT1G/CLDN1/MT1M/SLC13A2/PTGS2/LRRK2/FOS/WNT5A/FOSB	13
BP	GO:0001935	endothelial cell proliferation	14/632	203/18805	0.0689655172413793	2.05205150589262	2.81044796226288	0.00887448310348482	0.0418803889489708	0.0302893043723405	SEMA5A/STAT1/PPARG/SPARC/APLNR/CCL2/CD34/SULF1/KDR/CAV1/PROK2/CCL11/ALDH1A2/WNT5A	14
BP	GO:0072593	reactive oxygen species metabolic process	16/632	245/18805	0.0653061224489796	1.94316714027383	2.77110552973703	0.00890124883245922	0.0419643133655393	0.0303500013300697	ACOX1/DUOX2/DUOXA2/MMP3/ZC3H12A/RAC2/NOS2/FYN/NCF2/ITGB2/PDGFRB/LRRK2/SOD2/PXDN/FPR2/CD177	16
BP	GO:0002262	myeloid cell homeostasis	13/632	183/18805	0.0710382513661202	2.11372518503147	2.82332433483305	0.00905583250503789	0.0426500498624365	0.0308459490037899	ANXA1/STAT1/LYN/SLC7A11/FLVCR1/RAC2/PDE4B/HCLS1/CXCR2/BCL6/BTK/IL6/INHBA	13
BP	GO:0006706	steroid catabolic process	4/632	25/18805	0.16	4.76075949367089	3.50887678383276	0.00911409906511642	0.0426664036395029	0.0308577766048135	CYP27A1/STS/CYP3A4/SPP1	4
BP	GO:0006925	inflammatory cell apoptotic process	4/632	25/18805	0.16	4.76075949367089	3.50887678383276	0.00911409906511642	0.0426664036395029	0.0308577766048135	ANXA1/SLC7A11/CXCR2/IL6	4
BP	GO:0042178	xenobiotic catabolic process	4/632	25/18805	0.16	4.76075949367089	3.50887678383276	0.00911409906511642	0.0426664036395029	0.0308577766048135	CYP2B6/FMO4/UGT1A1/CYP3A4	4
BP	GO:0071280	cellular response to copper ion	4/632	25/18805	0.16	4.76075949367089	3.50887678383276	0.00911409906511642	0.0426664036395029	0.0308577766048135	MT1F/MT1H/MT1G/MT1M	4
BP	GO:0072540	T-helper 17 cell lineage commitment	4/632	25/18805	0.16	4.76075949367089	3.50887678383276	0.00911409906511642	0.0426664036395029	0.0308577766048135	SOCS3/SLAMF6/IRF4/IL6	4
BP	GO:1903020	positive regulation of glycoprotein metabolic process	4/632	25/18805	0.16	4.76075949367089	3.50887678383276	0.00911409906511642	0.0426664036395029	0.0308577766048135	IL33/CCR7/CCL19/CCL21	4
BP	GO:1904062	regulation of monoatomic cation transmembrane transport	19/632	311/18805	0.0610932475884244	1.81781411534861	2.71200019931686	0.00921155158088232	0.0430794484343165	0.0311565044777749	DPP10/ANK3/LYN/THY1/PDE4B/MMP9/FYN/CXCL9/APLNR/CXCL11/EDN3/CXCL10/EDNRA/CAV1/IFNG/CORO1A/P2RX5/PDZK1/MS4A1	19
BP	GO:0090276	regulation of peptide hormone secretion	14/632	204/18805	0.0686274509803922	2.04199242988335	2.79049885240623	0.00924470655235911	0.043162799181508	0.0312167865385366	CPT1A/ABCA12/SLC16A1/PCK2/IL1B/NOS2/GNA11/ACVR1C/CD38/NR1H4/ACSL4/IFNG/FFAR2/IL6	14
BP	GO:0010543	regulation of platelet activation	6/632	54/18805	0.111111111111111	3.30608298171589	3.1646810092949	0.00924785145134622	0.043162799181508	0.0312167865385366	SELP/LYN/PDPN/PLEK/FCER1G/IL6	6
BP	GO:1905477	positive regulation of protein localization to membrane	9/632	106/18805	0.0849056603773585	2.52634642942441	2.93878086914254	0.00942354102236564	0.0438182449273594	0.0316908269234012	DPP10/ANK3/VIL1/FYN/ITGB2/IFNG/PDZK1/TNFAIP6/DSG3	9
BP	GO:0002446	neutrophil mediated immunity	5/632	39/18805	0.128205128205128	3.81471113274911	3.28133541228656	0.00944818382015459	0.0438182449273594	0.0316908269234012	ITGB2/CXCL6/TREM1/IL6/CD177	5
BP	GO:0042044	fluid transport	5/632	39/18805	0.128205128205128	3.81471113274911	3.28133541228656	0.00944818382015459	0.0438182449273594	0.0316908269234012	AQP7/AQP11/AQP8/AQP9/SLC5A1	5
BP	GO:0140448	signaling receptor ligand precursor processing	5/632	39/18805	0.128205128205128	3.81471113274911	3.28133541228656	0.00944818382015459	0.0438182449273594	0.0316908269234012	BACE2/PCSK1/MEP1A/MME/ENPEP	5
BP	GO:0001659	temperature homeostasis	13/632	184/18805	0.0706521739130435	2.1022375481563	2.8019021205498	0.00945552703619098	0.0438182449273594	0.0316908269234012	LCN2/IL1B/PPARGC1A/YBX2/GJA1/IL1A/CXCR4/CAV1/ALPL/PTGS2/EGR1/IRF4/G0S2	13
BP	GO:0017157	regulation of exocytosis	13/632	184/18805	0.0706521739130435	2.1022375481563	2.8019021205498	0.00945552703619098	0.0438182449273594	0.0316908269234012	ANXA1/LYN/P2RY1/RAC2/SYT11/ITGB2/FGR/EXPH5/IL13RA2/LRRK2/IFNG/FCGR2B/CD177	13
BP	GO:0002228	natural killer cell mediated immunity	8/632	88/18805	0.0909090909090909	2.70497698504028	2.98959311017458	0.00947269421588892	0.0438182449273594	0.0316908269234012	SERPINB9/GZMB/FCGR3A/LILRB1/SLAMF7/SLAMF6/CORO1A/SERPINB4	8
BP	GO:0032370	positive regulation of lipid transport	8/632	88/18805	0.0909090909090909	2.70497698504028	2.98959311017458	0.00947269421588892	0.0438182449273594	0.0316908269234012	ABCA12/IL1B/CYP4F2/PPARG/PRAP1/IL1A/CAV1/SPP1	8
BP	GO:0046209	nitric oxide metabolic process	8/632	88/18805	0.0909090909090909	2.70497698504028	2.98959311017458	0.00947269421588892	0.0438182449273594	0.0316908269234012	ZC3H12A/IL1B/NOS2/ITGB2/CAV1/PTGS2/SOD2/IFNG	8
BP	GO:1903305	regulation of regulated secretory pathway	10/632	126/18805	0.0793650793650794	2.36148784408278	2.8595163017485	0.0100877975243558	0.0466173986486549	0.0337152689397491	LYN/P2RY1/RAC2/SYT11/ITGB2/FGR/IL13RA2/LRRK2/FCGR2B/CD177	10
BP	GO:0033077	T cell differentiation in thymus	8/632	89/18805	0.0898876404494382	2.67458398520836	2.9530157664194	0.0101114667263495	0.0466806052821193	0.0337609821006676	VNN1/IL1B/PTPRC/IL1A/TNFRSF9/IL7R/CCR6/CCR7	8
