id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
GSM1900224_con	0.0384841743106264	0.048104159739637	0.186576559157336	0.122446016417182	0	0.0548122618273923	0.00564816933502331	0	0.0214660607285408	0.0385296233352672	0	0	0	0	0.0110995092392792	0.253327778643135	0.0163265893249809	0.0210502482010032	0.137125278087182	0	0.0450035716534153	0
GSM1900225_con	0.0288203462200761	0.165002749743575	0.164492635266985	0.188299848792233	0	0.0493283022361239	0	0	0	0.0143423013008189	0	0	0	0	0.00912339406591142	0.186785391422764	0	0.00992534986725065	0.1210028583904	0	0.0628768226938625	0
GSM1426080_con	0	0.0936902218607055	0.306972480543193	0.172015793712309	0	0.024762782738048	0	0.00828038786479207	0	0	0.00890389302430646	0.00755391865586495	0	0.0808081911531038	0.0197634863071049	0.145391425794385	0	0	0.131857418346188	0	0	0
GSM1426085_con	0	0.0559563934649576	0.248493018936704	0.142177077395389	0	0.055514095223036	0	0	0	0	0.00271282634021163	0.00703832903634452	0.0163010676224011	0	0.0348651956077086	0.287581034763367	0	0.00113037662820861	0.148230584981673	0	0	0
GSM1426087_con	0.0443238269552463	0.0613836597331044	0.260684273099437	0.0786697218797626	0	0.0617896455067078	0.00530588903550845	0	0.00814771615812321	0.0360285573427337	0	0	0	0	0.00577725902492698	0.238262896056099	0.00473622807301176	0.0206496405405383	0.140054713094905	0	0.0341859734998959	0
GSM1426088_con	0	0.215381960153551	0.23025127513743	0.182720561884166	0	0	0	0	0	0.00806756138485057	0.00345508313404677	0	0	0.00650514729275894	0.00496509018691715	0.161324406754944	0	0.00723010192425123	0.130779993949409	0.00574255775155162	0.0435762604461238	0
GSM1426089_con	0	0.0593306027658769	0.270444390301727	0.121231017148082	0	0.033986162082385	0	0.000132316077833777	0.0209526704588678	0	0	0.0377051418004901	0.0162775997362255	0	4.22095646297835e-05	0.280060730153921	0	0.011928309846133	0.125579066517433	0	0.0223297835463956	0
GSM2332099_con	0.0347093020244743	0.0243880151023943	0.152097973134996	0.190789914899654	0	0.0454354774365522	0.000475635467987058	0.00884612392194014	0	0.017714623441885	0	0.00706837693301678	0	0	0.0325255720422334	0.247423786417094	0.0421143378877183	0	0.194316424252324	0	0.00209443703773128	0
GSM2332100_con	0	0.00288005067337543	0.38556852278278	0.27376800124517	0	0.069205091685851	0	0	0	0	0.0132063272342413	0.011775552377124	0.00661434569713604	0	0.0216750539421701	0.153170991166023	0	0	0.0499632051098827	0	0.0121728580862461	0
GSM2332101_con	0.00688314560829434	0.0313742480326517	0.391814593179727	0.20881596314831	0	0.0100448047834667	0	0	0.00410976206699703	0	0.00198209383842211	0	0	0	0	0.253672195536606	0	0.00308692976294897	0.0882162640425764	0	0	0
GSM2332108_con	0.0244970518436712	0.05764256659965	0.235571979689961	0.0850878460421396	0	0.0850657969945014	0	0.042809518757975	0	0.016844879621668	0.0317120141860691	0	0	0	0.0332251516722316	0.243594892259125	0	0.0303922947747655	0.0956009809225246	0	0.0179550266357179	0
GSM2332114_con	0	0.0186882240500113	0.345282529319398	0.096182580919847	0	0.0868269719168476	0	0	0.0264072789759447	0	0	0.0450014386801588	0	0	0	0.220428879890483	0	0.00662286372972511	0.154559232517584	0	0	0
GSM2869335_treat	0	0.103631578654583	0.384836486466225	0.0562202226980091	0	0.0654328278845305	0.0277620152176427	0.0136083674796155	0	0	0.0346713342320531	0	0	0.0350029876282376	0.0495431249246264	0.147853769694856	0	0.0229821729812103	0.0227439586789383	0	0	0.0357111534594731
