"sample","cohort","set","label","subgroup","DDC","TSPAN7","LCN2","RHOU","SOCS3","ANXA1","SERPINA1","CHST2","FGR","PDE6A","TRPM6","CATSPERB","MOGAT2","SERPING1","KDELR3","ME1","VLDLR","PCK1","MAOA","ADH1C","ADH6","PFKFB3","SLC2A3","PPARG"
"GSM2869432","GSE107499","discovery",0,"Control",0.422860839217292,1.41336731389224,2.14933147621103,1.11034239819814,-0.910655544073567,0.570421476008152,1.27892288070015,0.0866743368641495,-0.46857768028488,0.393651205829843,1.4806728320417,-0.158268504738119,-0.112440139898687,0.614416350177075,0.448504306155469,-0.0200018488150083,0.519887011040204,1.21313811972827,1.69921270834314,2.4126993890336,0.493895248813079,-0.455003678091328,-0.552341028231324,1.81234941123003
"GSM2869433","GSE107499","discovery",0,"Control",0.475137673304131,1.31509455325036,1.90620559472772,1.2969756755105,-0.901342886147054,0.54086395714836,1.09586886178159,-0.0470455868971694,-0.813453489526352,0.632234712044032,1.78662098462743,-0.451751606765822,-0.145301034752316,0.677206727751033,-0.0149044106071517,0.253267363439959,0.922881412690414,1.33855763454098,1.42180392690982,2.4704708783693,0.633366790232231,-0.463412958569058,-0.617029854903143,1.90430868458444
"GSM2869434","GSE107499","discovery",0,"Control",0.191044856665444,0.978205109848456,2.50810625843815,0.706243104833941,-0.538898532323669,0.651210428702118,1.89029570668304,0.32038658630166,-0.555041467798836,-0.436920749728195,1.4530469425061,0.790024865083257,-0.265886586552815,0.589976495152252,0.815820882587375,0.570421476008152,-0.52183270758941,0.439130677729781,1.42991353759075,2.23268184949373,0.192460644809319,-0.356367983421809,-0.552520932060456,1.16308851320396
"GSM2869435","GSE107499","discovery",0,"Control",0.386651573984222,1.4050301168008,1.20416084012372,1.0594336284235,-0.891188419312852,0.418305227700486,1.15072360008711,-0.123171040286193,-0.991499421913567,0.413085388536831,1.09361926513099,-0.16171004241203,-0.0682400098348891,0.775547820435815,0.0356068952091215,-0.0618943711306061,0.389315848530449,1.36044009958019,1.58566301505483,2.54570502098725,0.624332691044301,-0.472545774957475,-0.565340381131898,2.00890570367761
"GSM2869436","GSE107499","discovery",0,"Control",0.507550902143565,1.47469058438472,1.49562861466536,0.947272987170678,-1.04626100880967,0.400670178096338,1.11896598209779,-0.139060499970209,-1.04332875728765,0.348151469036863,0.985457778951002,-0.213587482649136,-0.0345251213435291,0.690083445767642,0.062049112119539,-0.0161401126042184,0.265566598094903,1.27160917621293,1.62083806680471,2.5618103629024,0.638281882778618,-0.469957047265908,-0.544263715067376,2.08407418738326
"GSM2869437","GSE107499","discovery",0,"Control",0.350778170746807,0.69106360619674,2.05133705455653,0.748703827385779,-0.237351034503428,0.801471212442373,0.950664939199954,0.677206727751033,-0.289965975576651,-0.368738218356838,0.808518153719957,0.784550451876929,-0.405695822476129,1.04519369572337,0.526794339699936,0.477732767537302,-0.342741451061297,0.367746545609312,1.18711626846931,2.23081839712003,-0.148267257325147,-0.454147404596234,-0.305950103079696,1.69400179756763
"GSM2869438","GSE107499","discovery",0,"Control",0.430981497754647,1.2750833868851,1.42435474401305,1.11608223010283,-0.87273119216412,0.556844010902087,0.997069563348675,0.122081772225006,-0.679345007400491,0.533548817274538,0.847246623759086,-0.158894098252581,-0.321850129448899,0.662516642587724,0.0104251677996604,0.304008546255095,0.816251808971328,1.27927286143487,1.64306403160777,2.51170971425578,0.543905550108703,-0.455860285327168,-0.544084623863498,1.83849899762043
"GSM2869439","GSE107499","discovery",0,"Control",0.384488870886861,0.866644572282313,2.1815391598435,1.04866683178316,-0.204589587719928,0.738116557590393,1.15012492585408,0.451751606765822,-0.415609702977058,-0.153109697779047,1.10977042494703,0.692436947343988,-0.376684764255571,0.802962684141223,0.608644170007951,0.602151462768149,-0.139684305794562,0.878623096472543,1.39678945369328,2.2778473400748,0.188057224105353,-0.422016547904479,-0.390315663365616,1.80758191002246
"GSM2869440","GSE107499","discovery",0,"Control",0.371880914492498,0.865970262923496,2.13252577900493,0.90715407918713,-0.29447905372549,0.694204593209556,1.11579436511676,0.589425173574489,-0.385985934707365,-0.067156420624916,1.09530594292739,0.663671161133247,-0.362793579909262,0.93500766362876,0.513004398372364,0.466682504696333,-0.142492108361054,0.81711411681405,1.29020094086926,2.30338961358773,0.144520663364163,-0.430134277743104,-0.413758281056896,1.7745608574784
"GSM2869441","GSE107499","discovery",0,"Control",0.499311330893847,1.33140413670011,1.45928922190528,1.08718229487756,-1.06431897104585,0.588690356689721,1.04786421688388,-0.0677756047221073,-0.602336615557559,0.589057725373959,0.916986484020641,-0.226087067267524,-0.26684671543906,0.578801154853676,0.0648347076055309,0.253905326144484,0.912293387136019,1.24838101315853,1.62951546698634,2.49748709427409,0.551261980302776,-0.536221756499787,-0.602706983101356,1.86071123712324
